Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),15-Jun-2021 06:30 PM,23-Jun-2021 11:00 AM,15-Jun-2021 06:30 PM,21-Jun-2021 06:30 PM,NA ,NA ,15-Jun-2021 06:30 PM,21-Jun-2021 06:30 PM,03-Jul-2021 04:30 PM,EE CHOPAL,HPPWD CHOPAL,1.0,DD - Demand Draft,"23,000",No,fixed,,EE CHOPAL,CHOPAL,R/R Damages on LPRR Road Km. 112/167 to 133/167,C/o 8.00 metre span RCC slab culvert at Km. RDs. 112/840,Please refer Tender documents. ,NA ,"11,53,954",Civil Works - Roads,NA ,Tender,120.0,60.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,PWD,PW_CHD_CBE9/2021-1524-1623 dt 18-05-2021,2021_PWD_48592_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE CHOPAL,CHOPAL,No,AOC,1.0,218101.0,jagdish,20-Jun-2021 01:54 PM,Accepted-AOC,Accepted,29-Oct-2021 12:25 PM,Technical,Bid Opening Summary,J.C. Kango,03-Jul-2021 04:23 PM,technical_72866.pdf,1.0,218101.0,jagdish,INR,"1,828,376",Finance,Bid Opening Summary,Ajay Gazta,29-Oct-2021 11:55 AM,finance_72866.pdf,BOQ Comparative Chart,PWD,2021_PWD_48592_1,PW_CHD_CBE9/2021-1524-1623 dt 18-05-2021,R/R Damages on LPRR Road Km. 112/167 to 133/167,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,J.C. Kango,03-Jul-2021 04:25 PM,03-Jul-2021 04:30 PM,techsummary_72866.pdf (95.06 KB),Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Ajay Gazta,29-Oct-2021 12:06 PM,finsummary_72866.pdf (42.24 KB),29-Oct-2021,"INR 1,828,376",60.0,Ajay Gazta,29-Oct-2021 12:25 PM,AOC.pdf (61.00 KB),AOC,AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,218198.0,Ram Lal Govt. Contractor,21-Jun-2021 07:52 AM,Rejected-Technical,Non Responsive,03-Jul-2021 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,218315.0,Surender Singh,21-Jun-2021 03:00 PM,Rejected-AOC,Rejected,29-Oct-2021 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
