S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,120101,Astol Cleantech Private Limited,27-Jul-2021 01:09 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,Secretariat Administration Department,2021_SAD_22077_1,S (N) 74/2008/Vol-I/87 Dtd 1st July 2021,Outsourcing of sanitation/housekeeping services,AOC,Secretariat Administration Department,S (N) 74/2008/Vol-I/87 Dtd 1st July 2021,2021_SAD_22077_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan Copy of Technical Documents Part-1,Outsourcing of sanitation/housekeeping services,"Outsourcing of sanitation/housekeeping services to the office premises located at Block-A/B/C/D/E/F/G/H and utility blocks including outside area as well as garden area of Janata Bhawan, Dispur for the period of 2 (two) years.",Please refer Tender documents. ,NA ,"6,22,62,393",Housekeeping/ Cleaning,NA ,Tender,730.0,730.0,Guwahati,781006.0,NA ,NA ,NA ,Secretariat Administration Department Dispur Ghy-0,No ,No,"10,000",Nil,Nil,No,"Secretary to the Govt. of Assam, SAD",Secretariat Administration Department Dispur Ghy-0,1.0,SBI Bank,05-Jul-2021 03:00 PM,27-Jul-2021 04:30 PM,05-Jul-2021 03:00 PM,27-Jul-2021 03:00 PM,NA ,NA ,20-Jul-2021 04:00 PM,27-Jul-2021 03:00 PM,03-Aug-2021 12:00 PM,"10,00,000",No,fixed,,Nil,Nil,AOC
2,120091,AUM Facility Services,26-Jul-2021 01:24 PM,Rejected-Finance,Rejected,11-Oct-2021 01:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Scan Copy of Technical Documents Part-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,120107,B & B Associate,27-Jul-2021 01:23 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Tender Document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,120060,BIJIT SHARMA,27-Jul-2021 12:25 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ / Price Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,120108,Dolphin Security and Advertising,27-Jul-2021 02:52 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,120064,EX-SERVICEMEN WELFARE SOCIETY,26-Jul-2021 05:42 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,120038,Group5,27-Jul-2021 02:46 PM,Accepted-AOC,Accepted as L1 Bidder,11-Oct-2021 01:20 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,120039,Janus Aviation Private Limited,26-Jul-2021 04:08 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,119929,Jitu Enterprise and Sound Service,26-Jul-2021 04:07 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,119930,M/S LAKHIMI ENTERPRISE,27-Jul-2021 01:05 PM,Rejected-Technical,Non Complience of TQC,02-Aug-2021 10:13 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
