Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
02-Sep-2021 10:30 AM,10-Sep-2021 10:30 AM,02-Sep-2021 10:30 AM,10-Sep-2021 10:30 AM,NA ,NA ,02-Sep-2021 10:30 AM,10-Sep-2021 10:30 AM,23-Sep-2021 03:00 PM,500.0,Nil,Nil,No,PWD,Annual Maintenance Plan on Link Road to Village Pa,2021_PWD_51766_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"40,400",No,fixed,,Nil,Nil,1.0,ICICI BANK,Annual Maintenance Plan on Link Road to Village Pahloo Khas,SH Providing and laying bituminous concrete 30 mm thick in km 10 to 3/00) DRRP No HP-03-05 VR0118) Under PMGSY with paver finisher,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,30.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,AOC,1.0,235047.0,BALJEET SINGH,09-Sep-2021 10:08 AM,Rejected-AOC,L1L2L3,19-Oct-2021 02:02 PM,Technical,Attached,Anil Nagpal,22-Sep-2021 04:27 PM,technical_77396.pdf,1.0,234330.0,KASMIR SINGH CONTACTOR,INR,"2,203,960.5",Finance,Attached,Anil Nagpal,19-Oct-2021 01:55 PM,finance_77396.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"GA,Supdt,HDM,DAO",Anil Nagpal,22-Sep-2021 04:29 PM,23-Sep-2021 03:00 PM,techsummary_77396.pdf (679.81 KB),PWD,2021_PWD_51766_1,Annual Maintenance Plan on Link Road to Village Pa,Annual Maintenance Plan on Link Road to Village Pahloo Khas,19-Oct-2021,"INR 2,188,909",30.0,Anil Nagpal,19-Oct-2021 02:02 PM,AOCKashmir.pdf (2023.00 KB),Attached,Executive Engineer,Internal,"Supdt,HDM,DAO",Anil Nagpal,19-Oct-2021 01:59 PM,finsummary_77396.pdf (427.67 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,AOC,2.0,235220.0,Gian Chand Contactor,10-Sep-2021 08:38 AM,Rejected-AOC,L1L2L3,19-Oct-2021 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,AOC,3.0,234330.0,KASMIR SINGH CONTACTOR,06-Sep-2021 08:19 PM,Accepted-AOC,L1L2L3,19-Oct-2021 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.0Lakhsormore in c,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
