S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,221113.0,Ranjeet Singh,INR,"16,660,368.28","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2021_HPIPH_49221_1,NHN-SMR00-722- 3970-4029 dt 28/06/21,"Providing LWSS to Drought Prone Area of G.P. Sirmouri- Mandir, Dhar- Tikkari, Banah- Dhinni, Jamun Ki Ser, Katli and Sarahan under Jal Jeevan Mission by Lifting drinking Water from Giri- River in Tehsil Pachhad Distt.Sirmour",CE SZ Shimla,Internal,AEDSZ EENahan EEDSZ Jt Controller (F and A) SE NAhan SEDSZ CESZ SHimla,Ashish Rana,13-Oct-2021 12:51 PM,finsummary_73732.pdf (1267.63 KB),13-Oct-2021,"INR 12,482,503",180.0,Ashish Rana,13-Oct-2021 12:55 PM,AOC.pdf (1268.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Ashish Rana,22-Jul-2021 04:39 PM,technical_73732.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,22-Jul-2021 05:18 PM,finance_73732.pdf,BOQ Comparative Chart,1.0,221113.0,Ranjeet Singh,07-Jul-2021 10:01 AM,Accepted-AOC,AOC,13-Oct-2021 12:55 PM,Er. Ashsh Rana EE,Internal,EED EEN SE CESZ,Ashish Rana,22-Jul-2021 04:40 PM,22-Jul-2021 04:45 PM,techsummary_73732.pdf (105.85 KB),AOC,"1,500",Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mentioned in NIT,1.0,ICICI BANK,30-Jun-2021 03:00 PM,07-Jul-2021 11:30 AM,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,NA ,NA ,30-Jun-2021 03:00 PM,07-Jul-2021 11:00 AM,22-Jul-2021 04:45 PM,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 3970-4029 dt 28/06/21,2021_HPIPH_49221_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Providing LWSS to Drought Prone Area of G.P. Sirmouri- Mandir, Dhar- Tikkari, Banah- Dhinni, Jamun Ki Ser, Katli and Sarahan under Jal Jeevan Mission by Lifting drinking Water from Giri- River in Tehsil Pachhad Distt.Sirmour","Repair of existing pump house 1st 2nd 3rd Stage, C/O RCC Clear water tank cum Sump Well 220000 Lit. Cap.1No. At Node No. 2, C/O RCC Main Storage Tank 260000 Lit Cap. 1No.at Node No.45, C/O RCC Sector Storage tank 80000 Lit. Cap. 1 No. at",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"1,58,000",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,221759.0,shiv iron general engineers,06-Jul-2021 10:49 PM,Rejected-Finance,reject,13-Oct-2021 12:51 PM,,,,,,,,AOC,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Registration in HPJSV Vibhag as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,PAN No. and GST No as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,UNdertaking joint venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
