Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Category,Sub Category,Sub Category Description,Format/File,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Technical,Technical bid summary,Dalip singh Patial,05-Feb-2021 02:32 PM,technical_63932.pdf,1,192197,ARUN KUMAR SHARMA,18-Dec-2020 09:05 AM,Rejected-Finance,Rejected being L2 firm/ contractor,18-Jun-2021 01:26 PM,Finance,finsummary,Dalip singh Patial,18-Jun-2021 01:20 PM,finance_63932.pdf,BOQ Comparative Chart,1.0,192132.0,DHARMENDER SINGH,INR,"1,689,780",Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt Sh Manish Kumar TA,Dalip singh Patial,18-Jun-2021 01:26 PM,finsummary_63932.pdf (296.20 KB),16-Aug-2021,"INR 1,689,780",180.0,Munish Bhopal,13-Oct-2021 03:06 PM,AOC.pdf (653.00 KB),work awarded to Sh DHARMENDER SINGH being L1 contr.,PWD,2020_PWD_43166_1,PW-MED-TA-NIT e-notice-20-21- 5482-89 dt 27.11.20,"Providing rewiring and replacement of Old Tube Fixture with LED Tube fixture, fancy wall bracket bed light ceiling fan, Geysers and other electrical accessories in Rest House at Paddal Distt Mandi HP",Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt,Dalip singh Patial,05-Feb-2021 04:50 PM,05-Feb-2021 05:00 PM,techsummary_63932.pdf (358.24 KB),AOC,"Providing rewiring and replacement of Old Tube Fixture with LED Tube fixture, fancy wall bracket bed light ceiling fan, Geysers and other electrical accessories in Rest House at Paddal Distt Mandi HP","Providing rewiring and replacement of Old Tube Fixture with LED Tube fixture, fancy wall bracket bed light ceiling fan, Geysers and other electrical accessories in Rest House at Paddal Distt Mandi HP",Please refer to Bid Document ,NA ,,Electrical Works,NA ,Tender,75.0,180.0,Mandi,175001.0,NA ,NA ,NA ,"Electrical Division, HP.PWD Mandi H.P",No ,No,11-Dec-2020 04:30 PM,18-Dec-2020 11:30 AM,11-Dec-2020 04:30 PM,18-Dec-2020 10:00 AM,NA ,NA ,11-Dec-2020 04:30 PM,18-Dec-2020 10:00 AM,05-Feb-2021 05:00 PM,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,PWD,PW-MED-TA-NIT e-notice-20-21- 5482-89 dt 27.11.20,2020_PWD_43166_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER INDICATED IN SCHEDULE F,","29,500",No,fixed,,Electrical Division HPPWD Mandi H.P,Mandi HP,500.0,E E Electrical Division HPPWD Mandi HP,Mandi HP,No,"Electrical Division, HP.PWD Mandi H.P","Electrical Division, HP.PWD Mandi H.P",AOC
,,,,,2,192132,DHARMENDER SINGH,17-Dec-2020 02:35 PM,Accepted-AOC,work awarded being L1,13-Oct-2021 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,AOC
,,,,,3,192040,Digvijay Sharma,17-Dec-2020 01:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax (PAN) and GST and EPF REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,AOC
,,,,,4,192179,KUMAR ELECTRONICS CO.,17-Dec-2020 10:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,AOC
,,,,,5,192191,M/s Ravindra Electrical,17-Dec-2020 11:03 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover of last three years as per Technical qualification criteria,,,,,,,,,,,,,AOC
,,,,,6,192184,NITIN PROP A VIGHNA ELECTRICALS,17-Dec-2020 09:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of similar work done certificates as per Technical qualification criteria,,,,,,,,,,,,,AOC
,,,,,7,192186,Ratwan Light House,17-Dec-2020 10:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,,,,,,,,,,,,,AOC
,,,,,8,192147,Rohtash Verma,17-Dec-2020 03:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,AOC
,,,,,9,192111,SHARMA ELECTRICAL CO.,17-Dec-2020 12:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,AOC
,,,,,10,192139,SUNIL KAPOOR,17-Dec-2020 03:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2021 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
