S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,C/O link road from Govt. Middle School Dalyahoo,2021_PWD_52666_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,C/O link road from Govt. Middle School Dalyahoo,SH ROFD in Km 0/0 to 0/450 including retaining walls at various RDs CD work at RD 0/200 0/255 0/285 V-shape drain at RD 0/0 to 0/450 and chanalization of Nallah along the road Km 0/295 to 0/360,Please refer Tender documents. ,NA ,"22,04,431",Civil Works - Roads,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,24-Sep-2021 06:00 PM,01-Oct-2021 11:30 AM,24-Sep-2021 06:00 PM,01-Oct-2021 10:30 AM,NA ,NA ,24-Sep-2021 06:00 PM,01-Oct-2021 10:30 AM,07-Oct-2021 11:05 AM,"40,600",No,fixed,,Nil,Nil,AOC,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,07-Oct-2021 11:02 AM,07-Oct-2021 11:05 AM,techsummary_78739.pdf (1033.84 KB),PWD,2021_PWD_52666_1,C/O link road from Govt. Middle School Dalyahoo,C/O link road from Govt. Middle School Dalyahoo,30-Oct-2021,"INR 1,829,159",90.0,Vivek Sharma,30-Oct-2021 09:49 PM,AwardDalyahooF.pdf (887.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,30-Oct-2021 09:42 PM,finsummary_78739.pdf (736.49 KB),1.0,238860.0,ankush kapil,30-Sep-2021 06:36 PM,Accepted-AOC,l1,30-Oct-2021 09:49 PM,Technical,Attached,Vivek Sharma,07-Oct-2021 10:41 AM,technical_78739.pdf,1.0,238860.0,ankush kapil,INR,"1,829,158.52",Finance,attached,Vivek Sharma,30-Oct-2021 09:37 PM,finance_78739.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,238892.0,ashok Thakur,30-Sep-2021 06:57 PM,Rejected-AOC,l2,30-Oct-2021 09:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,238738.0,Japan Singh,30-Sep-2021 07:09 PM,Rejected-AOC,l3,30-Oct-2021 09:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
