Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","5,000","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,PWD,PW-MDI-Tender-NIT- 15834-63 dated 13.11.2019,2019_PWD_32779_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,20-Nov-2019 05:00 PM,09-Dec-2019 11:30 AM,20-Nov-2019 05:00 PM,07-Dec-2019 05:00 PM,NA ,NA ,20-Nov-2019 05:00 PM,07-Dec-2019 05:00 PM,28-Dec-2019 11:00 AM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),Construction of Pakhari Galu Baragaon road and Bridge over Luni Khad Km 0/0 to 5/830 in Distt. Mandi (H.P.) Under NABARD RIDF-XXV,"F/C 5/7 mtr. wide including passing places, c/o R/wall and breast wall, wire crates for dumping site, cross drainage works, un-lined surface drain in Km 0/0 to 5/830 and c/o of 25.00 mtr. Span RCC Box Girder Bridge over Luni Khad at RD 4/425",As per bid documents ,NA ,"3,56,87,014",Civil Works - Roads,NA ,Tender,120.0,365.0,Mandi,175001.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,"3,89,500",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,AOC,1.0,139246.0,Ajmer Singh,INR,"25,400,289",Finance,fbosummary,Jitender Kumar,31-Dec-2019 10:52 AM,finance_47245.pdf,BOQ Comparative Chart,1.0,139246.0,Ajmer Singh,07-Dec-2019 04:01 PM,Accepted-AOC,AOC,06-Mar-2020 04:52 PM,Technical,summary,Jitender Kumar,11-Dec-2019 02:24 PM,technical_47245.pdf,Er. J.K. Gupta,Internal,Sr.DAO Supdt. HDM,Jitender Kumar,26-Dec-2019 03:08 PM,28-Dec-2019 11:00 AM,techsummary_47245.pdf (688.75 KB),PWD,2019_PWD_32779_1,PW-MDI-Tender-NIT- 15834-63 dated 13.11.2019,Construction of Pakhari Galu Baragaon road and Bridge over Luni Khad Km 0/0 to 5/830 in Distt. Mandi (H.P.) Under NABARD RIDF-XXV,04-Mar-2020,"INR 25,400,289",365.0,Jitender Kumar,06-Mar-2020 04:52 PM,AOCpakhari.PDF (595.00 KB),AOC,Er. J.K. Gupta,Internal,AE Kamand Supdt. HDM,Jitender Kumar,31-Dec-2019 12:21 PM,finsummary_47245.pdf (439.90 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,139187.0,CHAMAN LAL,06-Dec-2019 08:11 PM,Rejected-Finance,L-2,31-Dec-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,139213.0,Dinesh Kumar Sharma Const. (P) Ltd,07-Dec-2019 02:54 PM,Rejected-Finance,L-4,31-Dec-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,139219.0,M/S STRIKER & BROS,07-Dec-2019 02:50 PM,Rejected-Finance,L-3,31-Dec-2019 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of registration under Employee Provident Funds and Miscellaneous provision Act, 1952",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
