Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
Er. J.K. Gupta,Internal,AE Kamand Supdt. HDM,Jitender Kumar,31-Dec-2019 12:47 PM,finsummary_47256.pdf (448.87 KB),04-Mar-2020,"INR 49,694,068",548.0,Jitender Kumar,06-Mar-2020 04:54 PM,AOCnagrota.PDF (594.00 KB),AOC,PWD,2019_PWD_32788_1,PW-MDI-Tender-NIT- 15834-63 dated 13.11.2019,Metalling and tarring on Nagrota Segaldugh Chaknwar Pali road Km 0/0 to 9/090 in Distt. Mandi (H.P.) Under NABARD RIDF-XXV.,Er. J.K. Gupta,Internal,AE Kamand Supdt. HDM,Jitender Kumar,27-Dec-2019 02:07 PM,28-Dec-2019 11:00 AM,techsummary_47256.pdf (671.48 KB),Technical,summary,Jitender Kumar,11-Dec-2019 02:22 PM,technical_47256.pdf,1.0,139262.0,Ashadeep Construction Pvt Ltd,07-Dec-2019 04:26 PM,Accepted-AOC,AOC,06-Mar-2020 04:54 PM,Finance,fbosummary,Jitender Kumar,31-Dec-2019 10:49 AM,finance_47256.pdf,BOQ Comparative Chart,1.0,139262.0,Ashadeep Construction Pvt Ltd,INR,"49,694,068",AOC,21-Nov-2019 10:30 AM,09-Dec-2019 11:30 AM,21-Nov-2019 10:30 AM,07-Dec-2019 05:00 PM,NA ,NA ,21-Nov-2019 10:30 AM,07-Dec-2019 05:00 PM,28-Dec-2019 11:00 AM,"5,000","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),"6,41,100",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,Metalling and tarring on Nagrota Segaldugh Chaknwar Pali road Km 0/0 to 9/090 in Distt. Mandi (H.P.) Under NABARD RIDF-XXV.,"ROFD, C/O and breast wall, cross drainage works, sub-base course grade-I, WBM Base course G-II, G-III, premix carpet with seal coat, c/o road side drain, parapets and W-Metal Beam crash Barrier system in Km 0/0 to 9/090",As per bid documents ,NA ,"6,08,53,869",Civil Works - Roads,NA ,Tender,120.0,548.0,Mandi,175001.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",PWD,PW-MDI-Tender-NIT- 15834-63 dated 13.11.2019,2019_PWD_32788_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,139238.0,Chandresh Narla,07-Dec-2019 04:52 PM,Rejected-Technical,Non-Responsive,27-Dec-2019 02:07 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,138713.0,Dinesh Kumar Sharma Const. (P) Ltd,07-Dec-2019 03:12 PM,Rejected-Finance,L-3,31-Dec-2019 12:47 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,139025.0,M/S NAWAL KISHORE AND SONS,06-Dec-2019 10:16 AM,Rejected-Finance,L-2,31-Dec-2019 12:47 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,"Proof of registration under Employee Provident Funds and Miscellaneous provision Act, 1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
