Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
19-Mar-2020,"INR 18,502,250",60.0,Amar Singh Bhatia,19-Mar-2020 05:45 PM,UnaAgharAward0001.PDF (1511.00 KB),Award letter attached,E.E.BhoranjDivision,Internal,Supdt.D.A.O.HDMA.E.Bhoranj,Amar Singh Bhatia,19-Mar-2020 05:38 PM,finsummary_48583.pdf (633.12 KB),E.E.HPPWD Bhroaanj Division,Internal,"SupdtGr-II,DAO,HDM,A.E.Bhoranj",Amar Singh Bhatia,21-Jan-2020 05:14 PM,24-Jan-2020 11:30 AM,techsummary_48583.pdf (965.52 KB),PWD,2019_PWD_33716_1,Periodical renewal on link road to Una Barsar Agh,Periodical renewal on link road to Una Barsar Aghar Jahu Bhambla Nerchowk road,Technical,Summary accached,Amar Singh Bhatia,21-Jan-2020 05:11 PM,technical_48583.pdf,1.0,143875.0,DEEPAK JOSHI,08-Jan-2020 02:58 PM,Rejected-AOC,L2,19-Mar-2020 05:45 PM,Finance,Summary attached,Amar Singh Bhatia,19-Mar-2020 02:10 PM,finance_48583.pdf,BOQ Comparative Chart,1.0,143521.0,S.S.Chauhans Construction Private Limted,INR,"18,502,250",AOC,30-Dec-2019 01:30 PM,10-Jan-2020 11:30 AM,30-Dec-2019 01:30 PM,10-Jan-2020 10:30 AM,NA ,NA ,30-Dec-2019 01:30 PM,10-Jan-2020 10:30 AM,24-Jan-2020 11:30 AM,"E.E. HP.PWD., Bhoranj Division","Executive Engineer, Bhoranj Division, HP.PWD., Bhoranj",1.0,DD - Demand Draft,"1,84,700",Yes,fixed,,EE HPPWD Bhoranj Division,EE HPPWD Bhoranj Division,Periodical renewal on link road to Una Barsar Aghar Jahu Bhambla Nerchowk road,Providing laying 30mm thick bitumen concrete in km. 79.0 to 86.0. MDR Additional AMP for the year 2019-20,Please refer Tender documents. ,NA ,"1,52,16,866",Civil Works - Roads,NA ,Tender,120.0,60.0,Bhoranj,176045.0,NA ,NA ,NA ,HPPWD Division Bhoranj,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Earnest Money-Indicated in Schedule F (FDR duly pledged in favour of Executive Engineer, HPPWD., Bh","5,000",EE HPPWD Bhoranj Division,Bhoranj,Yes,1.0,Corrigendum,Other,,PWD,Periodical renewal on link road to Una Barsar Agh,2019_PWD_33716_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,143521.0,S.S.Chauhans Construction Private Limted,08-Jan-2020 03:49 PM,Accepted-AOC,L1,19-Mar-2020 05:45 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration- Gen. Rules Sr. No 23 and 26.3,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration -Refer Gen. Rules Sr. No 21 and 26.4,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of, Mandatory Machinery Tool and Plant as per Gen Rules 25 and Schedule F Sr. No.6.19",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,AOC
