Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",10823-74 dated 27.11.2018,2018_HPIPH_24955_1,Yes,Open Tender,Lump-sum,Works,3.0,No,No,Online,No,No,No,1.0,Fee,.pdf,receipt of tender cost,"2,500",NIL,NIL,No,1.0,ICICI BANK,Project Director PMU IPH Department Jal Bhawan Shi,"Project Director, PMU cum CE DM, IPH Department Jal Bhawan, Shimla 171009 Himachal Pradesh","22,07,000",No,fixed,,NIL,NIL,"Engineering, procurement, construction, testing, commissioning, trial run and operation and maintenance of various components of Parour Multi villages group piped water supply scheme for Part of Bhawarna Bhedu Mahadev Block Sullah Gharoon Multi vil","Engineering, procurement, construction, testing, commissioning, trial run and operation and maintenance of various components of Parour Multi villages group piped water supply scheme for Part of Bhawarna Bhedu Mahadev Block Sullah Gharoon Multi vil",Please refer Tender documents. ,NA ,"21,75,15,505",Civil Works - Water Works,NA ,Tender,180.0,730.0,Parour and Bhawarna,176107.0,Project Director PMU IPH Department Jal Bhawan Shi ,"O/O Project Director, PMU cum CE DM, IPH Department Jal Bhawan, Shimla 171009 Himachal Pradesh  ",19-Dec-2018 11:35 AM ,IPH Division Thural,No ,No,29-Nov-2018 05:00 PM,31-Dec-2018 11:30 AM,29-Nov-2018 05:00 PM,31-Dec-2018 11:00 AM,NA ,NA ,29-Nov-2018 05:00 PM,31-Dec-2018 11:00 AM,14-Feb-2019 02:30 PM,1.0,Extend Pre-Bid meeting date,Date,,AOC,ChiefEngineerIPHDepartmentZoneDharamshala,Internal,"AssistantContraollerIPHDepartmentD,Zone,EED-1IPHDepartmentD,Zone,SEDesignIPHDepartmentD,Zone,SEIPHCircleDharamshala,ProjectDirectorIPHDepartmentJalbhabanKasumptiShimla",Anil Kumar,14-Feb-2019 03:09 PM,finsummary_34950.pdf (12863.55 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2018_HPIPH_24955_1,10823-74 dated 27.11.2018,"Engineering, procurement, construction, testing, commissioning, trial run and operation and maintenance of various components of Parour Multi villages group piped water supply scheme for Part of Bhawarna Bhedu Mahadev Block Sullah Gharoon Multi vil",1.0,105907.0,R K ENGINNERS SALES LTD,INR,"270,777,796.5",1.0,tender revocation,Incontinution Chief Engineer IPH department Dharamshal Zone letter No. 15872 dated 11.02.2019,12-Feb-2019 12:51 PM,proc.pdf ,12849.99,Technical Opening,07-Mar-2020,"INR 270,777,796",730.0,Anil Kumar,07-Mar-2020 11:45 AM,awardletter1.pdf (1467.00 KB),"M/S R.K Engineers Sales Ltd Vibhuti Khand Near Railway Crossing Gomti Nagar, Lucknow -226010.",Finance,BOQ downloaded sucessfully,Anil Kumar,14-Feb-2019 02:54 PM,finance_34950.pdf,BOQ Comparative Chart,Technical,Three nos bidder documents downloaded sucessfull summary attached,Anil Kumar,12-Feb-2019 01:24 PM,technical_34950.pdf,ChiefEngineerIPHDepartmentZoneDharamshala,Internal,"AssistantController,ExecutiveEngineerD-1IPHDepartmentD,Zone,SEIPHCircleDIPHDepartmentD,Zone,SEIPHCircleDharamshala,ProjectDirectorPMUIPHDepartmentJalbhawanKasumptiShimla,ExecutiveEngineerIPHDivisionTh",Anil Kumar,12-Feb-2019 01:34 PM,14-Feb-2019 02:30 PM,techsummary_34950.pdf (12863.55 KB),1.0,104555.0,HARJEET SINGH,31-Dec-2018 07:35 AM,Rejected-AOC,accept,07-Mar-2020 11:45 AM,AOC
,,,,,,,,,,,,,,,,.pdf,receipt of bid security,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,105907.0,R K ENGINNERS SALES LTD,29-Dec-2018 05:05 PM,Accepted-AOC,accept,07-Mar-2020 11:45 AM,AOC
,,,,,,,,,,,,,,,,.pdf,copy of Registration with appropriate authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,105844.0,Unipro Techno Infrastructure Pvt Ltd,28-Dec-2018 05:49 PM,Rejected-AOC,accept,07-Mar-2020 11:45 AM,AOC
,,,,,,,,,,,,,,,,.pdf,copy of registration of GST EPF and PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual turnover of 30 percent of the estimated cost in last five yeas from 2012-13 to2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Proof of similar nature work during last five years as terms and condition no3, b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding digital signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,scanned copy of undertaking as per chapter IV of form-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,make model of pumping machinery alonwith characteristics curves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
