EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"17,000",No,fixed,,EE Chopal,Chopal,500.0,EE Chopal,Chopal,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,DD - Demand Draft,PWD,PW.CHD.CB-E-9/18- 15082-181 DT 23.2.19,2019_PWD_28590_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/o Batera to Kandal road in Km. 0/0 to 10/0,SH Laying Soling G-I at Km. RDs. 2/500 to 5/000,Please refer Tender documents. ,NA ,"8,63,027",Civil Works - Roads,NA ,Tender,90.0,180.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,EE Chopal,HPPWD CHOPAL,22-Mar-2019 01:30 PM,29-Mar-2019 11:30 AM,22-Mar-2019 01:30 PM,27-Mar-2019 05:00 PM,NA ,NA ,22-Mar-2019 01:30 PM,27-Mar-2019 05:00 PM,24-Jul-2019 04:35 PM,AOC,Er KS Pal,Internal,Suptt DOA DHD TA,Yogesh Sharma,24-Jul-2019 04:33 PM,24-Jul-2019 04:35 PM,techsummary_41158.pdf (227.58 KB),PWD,2019_PWD_28590_2,PW.CHD.CB-E-9/18- 15082-181 DT 23.2.19,C/o Batera to Kandal road in Km. 0/0 to 10/0,11-Mar-2020,"INR 1,796,436",180.0,Kamal Singh Pal,11-Mar-2020 03:43 PM,45.pdf (227.00 KB),AOC,ER KS PAl,Internal,Suptt DAO DHD TA,Kamal Singh Pal,11-Mar-2020 03:35 PM,finsummary_41158.pdf (168.23 KB),1.0,119948.0,khyali ram,INR,"1,796,436",Finance,Bid Opening Summary,Kamal Singh Pal,11-Mar-2020 03:31 PM,finance_41158.pdf,BOQ Comparative Chart,1.0,119974.0,HP PWD,27-Mar-2019 04:55 PM,Rejected-Technical,Non Responsive,24-Jul-2019 04:33 PM,Technical,Bid Opening Summary,Yogesh Sharma,24-Jul-2019 04:29 PM,technical_41158.pdf,AOC
,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,119948.0,khyali ram,27-Mar-2019 02:24 PM,Accepted-AOC,Accepted,11-Mar-2020 03:43 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,119975.0,Ram Lal,27-Mar-2019 04:58 PM,Rejected-AOC,Rejected,11-Mar-2020 03:43 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,119939.0,Uma Govt Contractor,27-Mar-2019 01:56 PM,Rejected-Technical,Non Responsive,24-Jul-2019 04:33 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
