S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,PWD,PW.CHD.CB-E-9/18- 16177-276 DT 1.3.19,2019_PWD_28640_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"10,000",No,fixed,,EE Chopal,Chopal,500.0,EE Chopal,Chopal,No,EE Chopal,HPPWD CHOPAL,R/R Damages on LPRR Road Km. 112/167 to 118/945,"SH C/O R/wall between Km. RDS. 112/330 to 112/345,113/870 to 133/885,114/375 to 114/390",Please refer Tender documents. ,NA ,"4,52,051",Civil Works - Roads,NA ,Tender,90.0,180.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,02-Apr-2019 02:00 PM,09-Apr-2019 11:30 AM,02-Apr-2019 02:00 PM,08-Apr-2019 05:00 PM,NA ,NA ,02-Apr-2019 02:00 PM,08-Apr-2019 05:00 PM,28-Aug-2019 01:20 PM,AOC,PWD,2019_PWD_28640_9,PW.CHD.CB-E-9/18- 16177-276 DT 1.3.19,R/R Damages on LPRR Road Km. 112/167 to 118/945,Er KS Pal,Internal,Suptt DAO DHD TA,Yogesh Sharma,28-Aug-2019 01:14 PM,28-Aug-2019 01:20 PM,techsummary_41254.pdf (206.60 KB),ER KS Pal,Internal,Suptt DAO DHD TA,Kamal Singh Pal,12-Feb-2020 12:00 PM,finsummary_41254.pdf (171.25 KB),11-Mar-2020,"INR 647,845",180.0,Kamal Singh Pal,11-Mar-2020 03:25 PM,44.pdf (170.00 KB),AOC,1.0,120412.0,Surender SIngh,INR,"647,845",Finance,Bid Opening Summary,Kamal Singh Pal,12-Feb-2020 11:56 AM,finance_41254.pdf,BOQ Comparative Chart,1.0,120435.0,Chander Mohan Govt Contractor,08-Apr-2019 10:27 AM,Rejected-Technical,Non Responsive,28-Aug-2019 01:14 PM,Technical,Bid Opening Summary,Yogesh Sharma,28-Aug-2019 01:12 PM,technical_41254.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,120432.0,Dasia Ram,08-Apr-2019 10:35 AM,Rejected-Technical,Non Responsive,28-Aug-2019 01:14 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,120412.0,Surender SIngh,06-Apr-2019 04:58 PM,Accepted-AOC,Accepted,11-Mar-2020 03:25 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,120422.0,Tulsi Ram,07-Apr-2019 01:04 PM,Rejected-AOC,Rejected,11-Mar-2020 03:25 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
