Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_31824_3,IPH-DN-Nahan-TA-Tender/19-20 7155-7215 dt 19-09-19,Augmentation of Lift Water Supply Scheme to village Sharia Mashria in GP Sharia in Tehsil Pachhad,1.0,134109.0,HYDRAULIC ENGINEERING COMPANY,INR,"1,296,240",Er. JS Chouhan SE,Internal,SE SupdtWS EED EEN CHD AED,Mandeep Gupta,07-Mar-2020 03:47 PM,finsummary_45799.pdf (656.08 KB),07-Mar-2020,"INR 704,467",90.0,Mandeep Gupta,07-Mar-2020 03:50 PM,AOC.pdf (656.00 KB),Award to Contractor,Finance,Financial Bid OPening Summary,Mandeep Gupta,25-Oct-2019 04:53 PM,finance_45799.pdf,BOQ Comparative Chart,Technical,Technical Bid OPening Summary,Mandeep Gupta,16-Oct-2019 04:27 PM,technical_45799.pdf,Er. Mandep Gupta,Internal,EE Supdt HDM DAO TA,Mandeep Gupta,16-Oct-2019 04:32 PM,16-Oct-2019 04:35 PM,techsummary_45799.pdf (103.53 KB),1.0,134071.0,Bhaw Singh,15-Oct-2019 09:10 AM,Rejected-Finance,Rejected,07-Mar-2020 03:47 PM,AOC,"14,100",Yes,fixed,,Executive Engineer IPH Division Nahan,Nahan,Executive Engineer,Executive Engineer IPH Division Nahan,27-Sep-2019 06:00 PM,15-Oct-2019 11:30 AM,27-Sep-2019 06:00 PM,15-Oct-2019 11:00 AM,NA ,NA ,27-Sep-2019 06:00 PM,15-Oct-2019 11:00 AM,16-Oct-2019 04:35 PM,1.0,Fee/PreQual/Technical,.pdf,Earnest Money,Augmentation of Lift Water Supply Scheme to village Sharia Mashria in GP Sharia in Tehsil Pachhad,"Providing, Laying, jointing and testing of MSERW/GMS pipe of 50mm dia in rising main, S/E of centrifugal pumping machinery with allied accessories",Please refer Tender documents. ,NA ,"7,04,467",Pipe Laying Works,with Pumping machinery ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,ICICI BANK,250.0,Executive Engineer IPH Division Nahan,Nahan,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",IPH-DN-Nahan-TA-Tender/19-20 7155-7215 dt 19-09-19,2019_HPIPH_31824_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,134109.0,HYDRAULIC ENGINEERING COMPANY,14-Oct-2019 07:28 PM,Accepted-AOC,AOC,07-Mar-2020 03:50 PM,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Cost of TEnder Form,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,133820.0,shiv iron general engineers,12-Oct-2019 07:09 PM,Rejected-Finance,Rejected,07-Mar-2020 03:47 PM,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPIPH Deptt in valid class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN and GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Delership/Sub dealership of quated Pumping machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,undertaking of the curve charts along with selection of pumps and motors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
