Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,TechnicalBidOpeningSummary,Bhupinder Singh,25-Feb-2020 06:02 PM,technical_51062.pdf,1.0,149971.0,Harpal Singh,18-Feb-2020 12:21 PM,Rejected-AOC,ok,09-Mar-2020 01:19 PM,1.0,149906.0,Vikas puri,INR,"1,735,056",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,27-Feb-2020 06:16 PM,finance_51062.pdf,BOQ Comparative Chart,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Bhupinder Singh,08-Mar-2020 05:53 PM,finsummary_51062.pdf (793.96 KB),09-Mar-2020,"INR 1,735,056",120.0,Bhupinder Singh,09-Mar-2020 01:19 PM,Awardletter.PDF (1371.00 KB),Awardletter,PWD,2020_PWD_34838_1,Job 2 Construction of link road from Bazigiran Moh,"Job 2 Construction of link road from Bazigiran Mohalla to Harijan Basti via Dhesi Mohalla km. 0-0 to 2-0 Sub Head Embankment in 0-0 to 0-480, Retaining wall, WMM and Premix carpet , M.T, seal coat in RD 0-0 to 0-360 Under MMGSY",Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Bhupinder Singh,25-Feb-2020 06:28 PM,26-Feb-2020 03:00 PM,techsummary_51062.pdf (295.86 KB),AOC,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","40,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,"Job 2 Construction of link road from Bazigiran Mohalla to Harijan Basti via Dhesi Mohalla km. 0-0 to 2-0 Sub Head Embankment in 0-0 to 0-480, Retaining wall, WMM and Premix carpet , M.T, seal coat in RD 0-0 to 0-360 Under MMGSY","Job 2 Construction of link road from Bazigiran Mohalla to Harijan Basti via Dhesi Mohalla km. 0-0 to 2-0 Sub Head Embankment in 0-0 to 0-480, Retaining wall, WMM and Premix carpet , M.T, seal coat in RD 0-0 to 0-360 Under MMGSY",Please refer to Bidding Documents ,NA ,"19,57,520",Civil Works - Roads,NA ,Tender,120.0,120.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,12-Feb-2020 10:00 AM,19-Feb-2020 11:00 AM,12-Feb-2020 10:30 AM,18-Feb-2020 05:00 PM,NA ,NA ,12-Feb-2020 10:30 AM,18-Feb-2020 05:00 PM,26-Feb-2020 03:00 PM,PWD,Job 2 Construction of link road from Bazigiran Moh,2020_PWD_34838_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,2.0,150018.0,Nitish Thakur,18-Feb-2020 02:22 PM,Rejected-AOC,ok,09-Mar-2020 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,150031.0,Suresh Kumar Govt Contractor,18-Feb-2020 03:24 PM,Rejected-AOC,ok,09-Mar-2020 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,149895.0,Tilak Raj Govt Contractor,18-Feb-2020 03:17 PM,Rejected-AOC,ok,09-Mar-2020 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5.0,149998.0,unique engg. solutions,18-Feb-2020 01:39 PM,Rejected-AOC,ok,09-Mar-2020 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6.0,149906.0,Vikas puri,17-Feb-2020 09:02 PM,Accepted-AOC,ok,09-Mar-2020 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
