Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Executive Engineer,Executive Engineer IPH Division Nahan,"2,500",EE IPH Division Nahan,Nahan,No,01-Jan-2020 09:00 AM,31-Jan-2020 11:30 AM,01-Jan-2020 09:00 AM,31-Jan-2020 11:00 AM,NA ,NA ,01-Jan-2020 09:00 AM,31-Jan-2020 11:00 AM,11-Feb-2020 04:30 PM,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",No- 11383-11483 dated 31-12-2019,2019_HPIPH_33796_1,Yes,Open Tender,Lump-sum,Works,3.0,No,No,Both(Online/Offline),No,No,No,"6,85,400",No,fixed,,EE IPH Division Nahan,Nahan,1.0,Fee,.pdf,Earnest Money ar per mentioned in NIT,1.0,ICICI BANK,Providing Sewerage with primary treatment unit for Kala Amb Moginand area in Tehsil Nahan Distt. Sirmour HP,"SH- Laying Jointing and Testing of Sewerage network, Manholes and Supporting system and Primary treatment unit Inlet Chamber, Screen Chamber Grit removal unit, Mechanical-Electrical equipment etc as per site requirement Operation and Maintenance of s",Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,365.0,Nahan,173001.0,Shimla ,Chief Engineer IPH Department Jal Shakti Bhawan Tutukandi Shimla 5 ,20-Jan-2020 11:00 AM ,Nahan,No ,No,AOC,Dr. Mandeep Gupta EE,Internal,HDM DAO Supdt EE,Mandeep Gupta,11-Feb-2020 04:27 PM,11-Feb-2020 04:30 PM,techsummary_48684.pdf (102.62 KB),1.0,147364.0,H. C. Bansal Engg. & Contt.,31-Jan-2020 10:55 AM,Rejected-Finance,Rejected,13-Mar-2020 11:46 AM,13-Mar-2020,"INR 68,538,148",365.0,Mandeep Gupta,13-Mar-2020 11:48 AM,AOC.pdf (1072.00 KB),Award to Contractor,Finance,Financial Bid Opening Summary,Mandeep Gupta,11-Feb-2020 05:18 PM,finance_48684.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary cover I and Cover 2,Mandeep Gupta,11-Feb-2020 04:17 PM,technical_48684.pdf,CE SZ Shimla,Internal,AED EEN Jt Controller SED SE Nahan Chief Engineer SZ Shimla,Mandeep Gupta,13-Mar-2020 11:46 AM,finsummary_48684.pdf (1071.93 KB),1.0,146227.0,LEGEND INDIA ENVIRONMENT PROTECTION PRIVATE LIMITED,INR,"75,690,606","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_33796_1,No- 11383-11483 dated 31-12-2019,Providing Sewerage with primary treatment unit for Kala Amb Moginand area in Tehsil Nahan Distt. Sirmour HP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of bid as per mentioned in NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,146227.0,LEGEND INDIA ENVIRONMENT PROTECTION PRIVATE LIMITED,25-Jan-2020 06:56 PM,Accepted-AOC,AOC,13-Mar-2020 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid registration in appropriate class of undertaking that he will get hi registered,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual financial turnover of last five years,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature of work as per mentioned in NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking joint venture is not allowed,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No. and GST registration,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking with the provision of contract Labour as per NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of certificate of EPF registration or undertaking that will be registered before award of work,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
