Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),500.0,EE Chopal,Chopal,No,02-Apr-2019 02:00 PM,09-Apr-2019 11:30 AM,02-Apr-2019 02:00 PM,08-Apr-2019 05:00 PM,NA ,NA ,02-Apr-2019 02:00 PM,08-Apr-2019 05:00 PM,28-Aug-2019 01:00 PM,EE Chopal,HPPWD CHOPAL,PWD,PW.CHD.CB-E-9/18- 16177-276 DT 1.3.19,2019_PWD_28640_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,C/o Tikkari Nallah to Tikkari road Km. 0/0 to 2/0,"SH Cutting in earth work,between Km. 0/500 to 2/0",Please refer Tender documents. ,NA ,"12,25,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,"25,000",No,fixed,,EE Chopal,Chopal,AOC,11-Mar-2020,"INR 1,483,178",180.0,Kamal Singh Pal,11-Mar-2020 04:10 PM,47.pdf (222.00 KB),AOC,1.0,120405.0,Sanjeev,INR,"1,483,178",Er KS Pal,Internal,Suptt DAO DHD TA,Kamal Singh Pal,11-Mar-2020 04:08 PM,finsummary_41256.pdf (167.65 KB),PWD,2019_PWD_28640_11,PW.CHD.CB-E-9/18- 16177-276 DT 1.3.19,C/o Tikkari Nallah to Tikkari road Km. 0/0 to 2/0,Finance,Bid Opening Summary,Kamal Singh Pal,11-Mar-2020 04:04 PM,finance_41256.pdf,BOQ Comparative Chart,Er KS Pal,Internal,Suptt DAO DHD TA,Yogesh Sharma,28-Aug-2019 12:54 PM,28-Aug-2019 01:00 PM,techsummary_41256.pdf (231.62 KB),Technical,Bid Opening Summary,Yogesh Sharma,28-Aug-2019 12:50 PM,technical_41256.pdf,1.0,120315.0,Bharat Bhushan Govt. Contractor,04-Apr-2019 04:21 PM,Rejected-Technical,Non Responsive,28-Aug-2019 12:54 PM,AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,120407.0,DINESH KUMAR,06-Apr-2019 04:17 PM,Rejected-AOC,Rejected,11-Mar-2020 04:10 PM,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,120427.0,Mohar Singh Govt. Contractor,07-Apr-2019 07:15 PM,Rejected-Technical,Non Responsive,28-Aug-2019 12:54 PM,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,120469.0,PADAM DEV,08-Apr-2019 03:26 PM,Rejected-Technical,Non Responsive,28-Aug-2019 12:54 PM,AOC
,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,120405.0,Sanjeev,06-Apr-2019 03:33 PM,Accepted-AOC,Accepted,11-Mar-2020 04:10 PM,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
