Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
250.0,Executive Engineer IPH Division Nahan,Nahan,No,"11,730",Yes,fixed,,Executive Engineer IPH Division Nahan,Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",IPH-DN-Nahan-TA-Tender/19-20- 10915-95 dt 18-12-19,2019_HPIPH_33501_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,20-Dec-2019 04:00 PM,10-Jan-2020 11:30 AM,20-Dec-2019 04:00 PM,10-Jan-2020 11:00 AM,NA ,NA ,20-Dec-2019 04:00 PM,10-Jan-2020 11:00 AM,16-Jan-2020 04:00 PM,Executive Engineer IPH Division Nahan,Executive Engineer IPH Division Nahan,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as per NIT,Improvement and Augmentation of LWSS Chour Kalyari in GP Birla in Tehsil Nahan,C/O main storage tank 42000 ltrs cap and S/ storage tank 27000 ltrs cap and cut off wall,Please refer Tender documents. ,NA ,"5,86,072",Civil Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,AOC,Dr. Mandeep Gupta EE,Internal,HDM DM,Mandeep Gupta,04-Mar-2020 02:29 PM,finsummary_48295.pdf (669.60 KB),1.0,144449.0,GAURAV SHARMA,INR,"586,592","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_33501_4,IPH-DN-Nahan-TA-Tender/19-20- 10915-95 dt 18-12-19,Improvement and Augmentation of LWSS Chour Kalyari in GP Birla in Tehsil Nahan,04-Mar-2020,"INR 586,072",90.0,Mandeep Gupta,04-Mar-2020 02:31 PM,AOC.pdf (670.00 KB),AOC,Technical,Technical bid summary,Mandeep Gupta,16-Jan-2020 03:10 PM,technical_48295.pdf,Finance,Financial bid summary,Mandeep Gupta,16-Jan-2020 05:42 PM,finance_48295.pdf,BOQ Comparative Chart,1.0,144469.0,Balinder Dutt,10-Jan-2020 09:54 AM,Rejected-Finance,Rejected,04-Mar-2020 02:29 PM,Mandeep Gupta EE,Internal,DA Supdt Gr II HDM DAO,Mandeep Gupta,16-Jan-2020 03:14 PM,16-Jan-2020 04:00 PM,techsummary_48295.pdf (178.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Cost of Tender Form in shape of Demand Draft only as per NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,144311.0,Chaman Lal Contractor,10-Jan-2020 09:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jan-2020 03:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPIPH Deptt in valid Class as per NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,144417.0,Chatter Singh,09-Jan-2020 06:10 PM,Rejected-Finance,Rejected,04-Mar-2020 02:29 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as per NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,144434.0,DALIP SINGH CONTRUCTOR,09-Jan-2020 08:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jan-2020 03:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST registration as per NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,144449.0,GAURAV SHARMA,09-Jan-2020 09:28 PM,Accepted-AOC,AOC,04-Mar-2020 02:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture not allowed as per NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,144357.0,Jeet Singh,09-Jan-2020 01:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jan-2020 03:10 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNdertaking carefully study all terms and condition as per NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
