Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2019_PHED_13686_1,PHE_8_MM_2014_15_T_6368_431,Pkg 01 Empanelment of MSE Manufacturers for supply of UPVC Rigid Pipes at PHE stores of Assam,1,63261,A ONE POLYPIPES AND FITTINGS PRIVATE LIMITED,14-Aug-2019 12:53 AM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:34 PM,Technical,Technical Opening Summary,Babul Chandra Sarma,05-Sep-2019 06:11 PM,technical_21171.pdf,AOC,24-Jul-2019 06:00 PM,16-Aug-2019 03:00 PM,24-Jul-2019 06:00 PM,14-Aug-2019 04:00 PM,NA ,NA ,24-Jul-2019 06:30 PM,14-Aug-2019 04:00 PM,11-Sep-2019 12:00 PM,"5,000",EE PHE Store and Workshop Div,Guwahati,No,1.0,DD - Demand Draft,CE PHE Water Assam,"Hengrabari, Guwahati-36",0.0,No,fixed,,Nil,Nil,1.0,Corrigendum,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Document as per Bid Document,Pkg 01 Empanelment of MSE Manufacturers for supply of UPVC Rigid Pipes at PHE stores of Assam,Pkg 01 Empanelment of MSE Manufacturers of Assam for supply of ISI marked UPVC Rigid Pipes of various sizes at different PHE divisional stores of Assam,Please refer Tender documents. ,NA ,"40,00,00,000",Supply of Materials,NA ,Empanelment,90.0,365.0,Guwahati,781035.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_6368_431,2019_PHED_13686_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,AOC
,,,,2,63235,Brahmaputra Udyog Pvt Ltd,13-Aug-2019 07:59 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents alongwith all filled up forms as per Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,63087,CHARU ENGINEERING INDUSTRIES,13-Aug-2019 07:32 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,63248,CHARU TECHNOLOGY PVT. LTD.,13-Aug-2019 07:55 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Financial Bid Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,63267,Garg Poly Industries,14-Aug-2019 09:42 AM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:34 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,63291,Green View Udyog pvt ltd,14-Aug-2019 01:59 PM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:34 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,63260,MAHALAKSHMI UDYOG PVT. LTD.,14-Aug-2019 12:42 AM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:34 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,63236,MEGHAA MOULDINGS,13-Aug-2019 08:00 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,63246,M/S KUBER PLASTICS PVT. LTD.,13-Aug-2019 07:33 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,63240,OMSREE PRODUCTS,13-Aug-2019 07:01 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,11,63170,P P Industries,13-Aug-2019 07:47 PM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,12,63107,Skipper Limited,14-Aug-2019 11:51 AM,Accepted-AOC,Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,13,62503,SRK METALS AND PLASTICS PVT LTD,13-Aug-2019 05:57 PM,Rejected-AOC,Not awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,14,63079,TIRUPATI STRUCTURALS LIMITED,14-Aug-2019 03:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Sep-2019 06:11 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,15,63108,universal pipes,13-Aug-2019 10:07 AM,Rejected-AOC,Not Awarded,13-Mar-2020 05:36 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
