Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,16-Jan-2020 06:00 PM,31-Jan-2020 11:00 AM,16-Jan-2020 06:00 PM,30-Jan-2020 04:00 PM,NA ,NA ,16-Jan-2020 06:00 PM,30-Jan-2020 04:00 PM,06-Feb-2020 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),"29,300",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,"Elysium Devidhar road km. 0/00 to 12/330 (SH P/F W Metal Crash Barrier railing RD. 1/405 to 1/455, 6/225 to 6/350 and 6/540 to 7/017 Parapets RD. 0/00 to 6/225 and 6/350 to 6/540)(Under Black Spot","Elysium Devidhar road km. 0/00 to 12/330 (SH P/F W Metal Crash Barrier railing RD. 1/405 to 1/455, 6/225 to 6/350 and 6/540 to 7/017 Parapets RD. 0/00 to 6/225 and 6/350 to 6/540)(Under Black Spot",As per SBD ,NA ,"14,63,794",Civil Works,NA ,Tender,120.0,90.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,1.0,DD - Demand Draft,PWD,SD-I-CTR-2019-20-21223 dt 4-1-2020,2020_PWD_34028_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShsatyapalsharmasupdtrajeshChauhanSrDAO,Pradeep Kumar Bhardwaj,05-Feb-2020 04:09 PM,06-Feb-2020 11:00 AM,techsummary_49383.pdf (826.67 KB),PWD,2020_PWD_34028_1,SD-I-CTR-2019-20-21223 dt 4-1-2020,"Elysium Devidhar road km. 0/00 to 12/330 (SH P/F W Metal Crash Barrier railing RD. 1/405 to 1/455, 6/225 to 6/350 and 6/540 to 7/017 Parapets RD. 0/00 to 6/225 and 6/350 to 6/540)(Under Black Spot",08-Mar-2020,"INR 1,463,794",90.0,Pradeep Kumar Bhardwaj,08-Mar-2020 03:51 PM,AOC34028_1.pdf (895.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShsatyapalsharmasupdtrajeshChauhanSrDAO,Pradeep Kumar Bhardwaj,08-Mar-2020 03:48 PM,finsummary_49383.pdf (764.83 KB),1.0,147310.0,GAYATRI TEGTA,29-Jan-2020 02:04 PM,Accepted-AOC,Awarded,08-Mar-2020 03:51 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,05-Feb-2020 04:07 PM,technical_49383.pdf,Finance,Bid opening summary,Pradeep Kumar Bhardwaj,07-Feb-2020 12:45 PM,finance_49383.pdf,BOQ Comparative Chart,1.0,147310.0,GAYATRI TEGTA,INR,"1,448,961",AOC
,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,146849.0,HARMANJOT SINGH,27-Jan-2020 04:02 PM,Rejected-Finance,6th Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,147298.0,LALIT KUMAR,29-Jan-2020 01:09 PM,Rejected-Finance,5th Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,147402.0,MUNISH SHARMA,30-Jan-2020 09:48 AM,Rejected-Finance,9th Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,147438.0,RAKESH,30-Jan-2020 12:47 PM,Rejected-Finance,4t Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,147375.0,Ramesh Chand Verma,30-Jan-2020 02:53 PM,Rejected-Finance,3th Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,147462.0,Sandeep Thakur,30-Jan-2020 01:40 PM,Rejected-Finance,8th Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,147128.0,SATISH BHARDWAJ,30-Jan-2020 12:17 PM,Rejected-Finance,2nd Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9.0,146838.0,Udayvir Singh,27-Jan-2020 03:39 PM,Rejected-Finance,7th Lowest,08-Mar-2020 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
