Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
PWD,2019_PWD_28367_13,PW.CHD-CB-E-9/18- 14779-878 DT 14.2.19,C/O Nerwa to Thekra road From Thekra side,Er KS Pal,Internal,Suptt DAO DHD TA,Kamal Singh Pal,11-Mar-2020 04:41 PM,finsummary_40713.pdf (176.82 KB),1.0,118419.0,Laiq Ram,INR,"1,608,120",11-Mar-2020,"INR 1,608,120",180.0,Kamal Singh Pal,11-Mar-2020 04:45 PM,48.pdf (240.00 KB),AOC,1.0,118419.0,Laiq Ram,13-Mar-2019 04:43 PM,Accepted-AOC,Accepted,11-Mar-2020 04:45 PM,Er KS Pal,Internal,Suptt DOA DHD TA,Kamal Singh Pal,24-Jul-2019 03:52 PM,24-Jul-2019 03:55 PM,techsummary_40713.pdf (207.90 KB),Technical,Bid Opening Summary,Kamal Singh Pal,24-Jul-2019 03:47 PM,technical_40713.pdf,Finance,Bid Opening Summary,Kamal Singh Pal,11-Mar-2020 04:33 PM,finance_40713.pdf,BOQ Comparative Chart,AOC,PWD,PW.CHD-CB-E-9/18- 14779-878 DT 14.2.19,2019_PWD_28367_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O Nerwa to Thekra road From Thekra side,"SH Proposed wire crate R/wall RDs. 0/220 to 0/230, 0/285 to 0/305,0/980 to 1/010,1/140 to 1/150 and B/wall 0/220 to 0/230,1/290 to 1/310,1/216 to 1/285",Please refer Tender documents. ,NA ,"9,96,546",Civil Works - Buildings,NA ,Tender,120.0,180.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,09-Mar-2019 06:30 PM,16-Mar-2019 11:30 AM,09-Mar-2019 06:30 PM,15-Mar-2019 11:00 AM,NA ,NA ,09-Mar-2019 06:30 PM,15-Mar-2019 11:00 AM,24-Jul-2019 03:55 PM,500.0,EE CHOPAL,CHOPAL,No,1.0,DD - Demand Draft,"20,000",No,fixed,,EE CHOPAL,CHOPAL,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),EE CHOPAL,HPPWD CHOPAL,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,118446.0,RAMESH KUMAR RANAIK,13-Mar-2019 08:04 PM,Rejected-AOC,Rejected,11-Mar-2020 04:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,AOC
