S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage
1,63130,A ONE POLYPIPES AND FITTINGS PRIVATE LIMITED,14-Aug-2019 12:48 AM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:44 PM,N.P.Das,Internal,,Babul Chandra Sarma,13-Mar-2020 05:29 PM,finsummary_21172.pdf (3653.93 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2019_PHED_13686_2,PHE_8_MM_2014_15_T_6368_431,Pkg 02 Empanelment of MSE Manufacturers for supply of UPVC Casing and Ribbed Screen Pipes at PHE stores of Assam,S Saikia,Internal,,Babul Chandra Sarma,05-Sep-2019 06:44 PM,11-Sep-2019 12:00 PM,techsummary_21172.pdf (2628.16 KB),Technical,Technical Opening Summary,Babul Chandra Sarma,05-Sep-2019 06:39 PM,technical_21172.pdf,Finance,Purchase committee meeting on empanelment,Babul Chandra Sarma,13-Mar-2020 02:16 PM,finance_21172.pdf,BOQ Comparative Chart,13-Mar-2020,INR 4.0E+7,365.0,Babul Chandra Sarma,13-Mar-2020 05:40 PM,aoc_upvc_casing.pdf (426.00 KB),AOC Dated 20.1.2020 uploaded today 13.3.2020,1.0,63238.0,OMSREE PRODUCTS,INR,0.0,AOC,Pkg 02 Empanelment of MSE Manufacturers for supply of UPVC Casing and Ribbed Screen Pipes at PHE stores of Assam,Pkg 02 Empanelment of MSE Manufacturers of Assam for supply of ISI marked UPVC Casing and Ribbed Screen Pipes of various sizes at different PHE divisional stores of Assam,Please refer Tender documents. ,NA ,"4,00,00,000",Supply of Materials,NA ,Empanelment,90.0,365.0,Guwahati,781035.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,24-Jul-2019 06:00 PM,16-Aug-2019 03:00 PM,24-Jul-2019 06:00 PM,14-Aug-2019 04:00 PM,NA ,NA ,24-Jul-2019 06:30 PM,14-Aug-2019 04:00 PM,11-Sep-2019 12:00 PM,1.0,Corrigendum,Technical Bid,,CE PHE Water Assam,"Hengrabari, Guwahati-36",Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_8_MM_2014_15_T_6368_431,2019_PHED_13686_2,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,"1,000",EE PHE Store and Workshop Div,Guwahati,No,0.0,No,fixed,,Nil,Nil,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Document as per Bid Document,AOC
2,63254,Brahmaputra Udyog Pvt Ltd,13-Aug-2019 08:35 PM,Accepted-AOC,Awarded,13-Mar-2020 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,63247.0,M/S KUBER PLASTICS PVT. LTD.,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents alongwith all filled up forms as per Bid Document,AOC
3,63288,CHARU ENGINEERING INDUSTRIES,14-Aug-2019 12:34 PM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,63251.0,MEGHAA MOULDINGS,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
4,63252,CHARU TECHNOLOGY PVT. LTD.,13-Aug-2019 08:25 PM,Accepted-AOC,Awarded,13-Mar-2020 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,63252.0,CHARU TECHNOLOGY PVT. LTD.,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Financial Bid Form,AOC
5,63253,Garg Poly Industries,14-Aug-2019 09:33 AM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,63254.0,Brahmaputra Udyog Pvt Ltd,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,63293,Green View Udyog pvt ltd,14-Aug-2019 01:58 PM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,63262,MAHALAKSHMI UDYOG PVT. LTD.,14-Aug-2019 01:14 AM,Rejected-Technical,Technically Non Responsive,05-Sep-2019 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,63251,MEGHAA MOULDINGS,13-Aug-2019 08:11 PM,Accepted-AOC,Awarded,13-Mar-2020 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,63247,M/S KUBER PLASTICS PVT. LTD.,13-Aug-2019 07:40 PM,Accepted-AOC,Awarded,13-Mar-2020 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,63238,OMSREE PRODUCTS,13-Aug-2019 06:55 PM,Accepted-AOC,Awarded,13-Mar-2020 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
