Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
16-Aug-2018 04:00 PM,27-Aug-2018 11:30 AM,16-Aug-2018 04:00 PM,27-Aug-2018 10:00 AM,NA ,NA ,16-Aug-2018 04:00 PM,27-Aug-2018 10:00 AM,27-Aug-2018 04:00 PM,350.0,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER INDICATED IN SCHEDULE F,PWD,PW/MED/TA /NIT/e-notice/18-19-3384-89 dt 31.07.18,2018_PWD_22949_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"14,650",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,Construction of 6 Nos Type III Quarters of Police Residential Colony 3rd Battalion at Pandoh District Mandi HP SH Providing EI therein,Construction of 6 Nos Type III Quarters of Police Residential Colony 3rd Battalion at Pandoh District Mandi HP SH Providing EI therein,Please refer to Bid Document and NIT ,NA ,"7,31,367",Electrical Works,NA ,Tender,120.0,365.0,Pandoh,175124.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,1.0,DD - Demand Draft,Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,AOC,1.0,92753.0,BHARAT BHUSHAN,INR,"715,660",Finance,financial bid summary,Dalip singh Patial,27-Aug-2018 05:09 PM,finance_32162.pdf,BOQ Comparative Chart,1.0,92753.0,BHARAT BHUSHAN,27-Aug-2018 09:42 AM,Accepted-AOC,work awarded being L1,05-Mar-2020 04:33 PM,Technical,technical bid summary,Dalip singh Patial,27-Aug-2018 03:22 PM,technical_32162.pdf,Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Supdt Sh Kapil Dev Soni Sr Asstt Sh Amar Singh D Man,Dalip singh Patial,27-Aug-2018 03:28 PM,27-Aug-2018 04:00 PM,techsummary_32162.pdf (322.34 KB),PWD,2018_PWD_22949_1,PW/MED/TA /NIT/e-notice/18-19-3384-89 dt 31.07.18,Construction of 6 Nos Type III Quarters of Police Residential Colony 3rd Battalion at Pandoh District Mandi HP SH Providing EI therein,05-Mar-2020,"INR 715,660",365.0,Dalip singh Patial,05-Mar-2020 04:33 PM,AOC.pdf (606.00 KB),work awarded to Sh Bharat Bhushan Sharma Electrical contractor Class B being L1,ER D S Patial EE,Internal,Smt Karuna Sharma Supdt Sh Kapil Dev Soni Sr Asstt Sh Amar Singh Draughtman,Dalip singh Patial,27-Aug-2018 05:14 PM,finsummary_32162.pdf (307.09 KB),AOC
,,,,,,,,,,,,,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,AOC,,,,,,,,,,,,2.0,92737.0,Man Singh,25-Aug-2018 06:41 PM,Rejected-AOC,rejected being L2,05-Mar-2020 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION in appropriate Class B or C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Valid Electrical license REFER GENERAL RULES NO 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"SALES TAX (GST), REGITRATION GENERAL RULES NO. 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,PERMANENT ACCOUNT NUMBER (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
