Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Construction of Link road Bhadroya to Dhangu Pull via Kashnik Ashram km 0/00 to 1/500.,"C/o 900mm dia Hume Pipe culvert at RD 0/150 and P/L GSB, G-II and Metalling Tarring at RD 0/00 to 0/338",Please refer Tender documents. ,NA ,"9,92,419",Civil Works,NA ,Tender,120.0,60.0,INDORA,176401.0,NA ,NA ,NA ,O/O. EXECUTIVE ENGINEER,No ,No,"1,500",Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,RECEIPT / SCREEN SHOT OF COST OF TENDER AND EARNEST MONEY PAYMENT (INDICATED IN SCHEDULE F),"19,848",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,HPPWD DIVISION INDORA,PWD,PWI/CB/Tender/2021-5592-5622,2022_PWD_64251_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,30-Aug-2022 09:00 AM,05-Sep-2022 11:00 AM,30-Aug-2022 09:00 AM,05-Sep-2022 10:00 AM,NA ,NA ,30-Aug-2022 09:00 AM,05-Sep-2022 10:00 AM,09-Sep-2022 12:00 PM,AOC,PWD,2022_PWD_64251_1,PWI/CB/Tender/2021-5592-5622,Construction of Link road Bhadroya to Dhangu Pull via Kashnik Ashram km 0/00 to 1/500.,EE,Internal,TA DAO Supdt AE to EE,Baldev Singh,09-Sep-2022 10:56 AM,09-Sep-2022 12:00 PM,techsummary_96747.pdf (88.50 KB),EE,Internal,DAO AE to EE Supdt,Baldev Singh,22-Feb-2023 03:52 PM,finsummary_96747.pdf (542.98 KB),22-Feb-2023,"INR 992,419",60.0,Baldev Singh,22-Feb-2023 03:53 PM,Mohinder.pdf (543.00 KB),work has been awarded to Sh. Mohinder Sharma,1.0,299227.0,ARJUN THAKUR SINGH,04-Sep-2022 07:19 PM,Rejected-Finance,2nd lowest,22-Feb-2023 03:52 PM,Technical,All contractors are accepted,Baldev Singh,09-Sep-2022 10:54 AM,technical_96747.pdf,1.0,299221.0,Mohinder Sharma Govt. Contractor,INR,"754,725",Finance,work has been awarede to Sh. Mohinder Sharma,Baldev Singh,22-Feb-2023 03:49 PM,finance_96747.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,24.3. CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,299221.0,Mohinder Sharma Govt. Contractor,04-Sep-2022 06:21 PM,Accepted-AOC,1st lowest,22-Feb-2023 03:53 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.4. GST NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,299191.0,Sandan Sharma Govt. Contractor,04-Sep-2022 02:29 PM,Rejected-Finance,3rd lowest,22-Feb-2023 03:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.6. LIST OF MACHINERY TOOL AND PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.8. HPPWD FORM No. 8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,24.9. ANY OTHER DOCUMENTS AS SPECIFIED BY THE STATE IN PERFORMA OF SCHEDULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PROOF TO REGISTRATION UNDER EMPLOYEES PROVIDENT FUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT OR UNDERTAKING REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,VALID E-MAIL ID AND CONTACT NO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
