Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Design, Management and Supervision Consultant for Augmentation of Existing Schools, Construction of Multi-purpose Flood Shelters and allied.","Design, Management and Supervision Consultant for Augmentation of Existing Schools, Construction of Multi-purpose Flood Shelters and allied.",Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,180.0,NA ,Assam,781006.0,NA ,NA ,NA ,"ASDMA, Dispur",No ,No,0.0,No,fixed,,Nil,Nil,Assam State Disaster Management Authority- Externally Aided Project||Assam State Disaster Management Authority- World Bank Funded Tenders||Assam Integrated River Basin Management Programme,IN-ASDMA-312161-CS-QCBS,2022_DMEAP_27177_1,Yes,Open Tender,EOI,Services,1.0,No,No,Not Applicable,No,No,No,"CEO, ASDMA","ASDMA, Ancillary Block, Dispur",1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Documents for EoI,1.0,QueryResponses,Other,,26-Sep-2022 05:00 PM,25-Oct-2022 03:00 PM,26-Sep-2022 06:00 PM,25-Oct-2022 01:00 PM,27-Sep-2022 11:00 AM ,07-Oct-2022 05:00 PM ,15-Oct-2022 01:00 PM,25-Oct-2022 01:00 PM,0.0,Nil,Nil,No,AOC,Assam State Disaster Management Authority- Externally Aided Project||Assam State Disaster Management Authority- World Bank Funded Tenders||Assam Integrated River Basin Management Programme,2022_DMEAP_27177_1,IN-ASDMA-312161-CS-QCBS,"Design, Management and Supervision Consultant for Augmentation of Existing Schools, Construction of Multi-purpose Flood Shelters and allied.",1,160416,ARKITECHNO Consultants (India) Pvt. Ltd.,22-Oct-2022 08:01 PM,Rejected-Technical,Committee evaluation report,17-Dec-2022 08:08 PM,"CEO, ASDMA",External,External Members,Parthajeet Das,17-Dec-2022 08:08 PM,techsummary_41820.pdf (4198.16 KB),Finance,OPENED AND TO BE EVALUATED.,Alakananda Medhi,25-Oct-2022 03:18 PM,,EoI stage concludes. RFP to be issued shortly.,External,EoI stage concludes. RFP to be issued shortly.,Parthajeet Das,17-Dec-2022 08:18 PM,finsummary_41820.pdf (4198.16 KB),20-Feb-2023,INR 0.0,30.0,Alakananda Medhi,20-Feb-2023 04:08 PM,aoc.pdf (430.00 KB),1.0,160329.0,Tractebel GKW GmbH,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Technical document 1,2.0,EoIcorrigendum,Technical Bid,,,,,,,,,,,,,,AOC,,,,,2,160445,"AYESA Ingenieria y Arquitectura, S.A.U",25-Oct-2022 12:30 PM,Accepted-AOC,Awarded,20-Feb-2023 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,2.0,160362.0,LEA Associates South Asia Pvt. Ltd.,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Technical document2,,,,,,,,,,,,,,,,,AOC,,,,,3,160156,DDF Consultants Pvt Ltd,22-Oct-2022 06:23 PM,Rejected-Technical,Committee evaluation report,17-Dec-2022 08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,3.0,160393.0,Mukesh & Associates,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,160362,LEA Associates South Asia Pvt. Ltd.,21-Oct-2022 06:06 PM,Accepted-AOC,Awarded,20-Feb-2023 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,4.0,160442.0,MARS PLANNING ENGINEERING SERVICES PVT LTD,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,160442,MARS PLANNING ENGINEERING SERVICES PVT LTD,25-Oct-2022 12:40 PM,Accepted-AOC,Awarded,20-Feb-2023 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,5.0,160445.0,"AYESA Ingenieria y Arquitectura, S.A.U",INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,160393,Mukesh & Associates,22-Oct-2022 10:38 AM,Accepted-AOC,Awarded,20-Feb-2023 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,160418,Radiant,23-Oct-2022 01:22 PM,Rejected-Technical,Committee evaluation report,17-Dec-2022 08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,160341,Shah Technical consultants Pvt. Ltd.,21-Oct-2022 11:47 AM,Rejected-Technical,Committee evaluation report,17-Dec-2022 08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,160344,Sheladia Associates Inc,25-Oct-2022 12:08 PM,Rejected-Technical,Committee evaluation report,17-Dec-2022 08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,160329,Tractebel GKW GmbH,21-Oct-2022 06:09 PM,Accepted-AOC,Awarded,20-Feb-2023 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
