Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
18-Aug-2022,"INR 1,948,986.58",180.0,Harsh Puri,17-Feb-2023 08:33 PM,pdf.pdf (545.00 KB),AOC,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,17-Aug-2022 04:29 PM,finsummary_93225.pdf (18.88 KB),Executive Engineer,Internal,Tender Assistant Superintendent HDMDAO,Deepak Mahajan,01-Jul-2022 04:53 PM,05-Jul-2022 11:30 AM,techsummary_93225.pdf (82.79 KB),PWD,2022_PWD_61790_1,EE Dalhousie letter No. 3819-3869 dated 08-06-2022,"Construction of Sports Stadium at Chowari, Tehsil Bhattiyat, District Chamba HP",Finance,Bid Opening Summary,Deepak Mahajan,17-Aug-2022 04:20 PM,finance_93225.pdf,BOQ Comparative Chart,1.0,288550.0,Deeksha Sharmaq,INR,"1,948,986.58",Technical,Bid Opening Summary,Deepak Mahajan,01-Jul-2022 04:50 PM,technical_93225.pdf,1.0,288573.0,Abhishek,26-Jun-2022 06:42 PM,Rejected-Finance,Other Than Lowest,17-Aug-2022 04:29 PM,AOC,"1,500",Nil,Nil,No,PWD,EE Dalhousie letter No. 3819-3869 dated 08-06-2022,2022_PWD_61790_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"55,685",No,fixed,,Nil,Nil,17-Jun-2022 12:00 PM,27-Jun-2022 11:30 AM,17-Jun-2022 12:00 PM,27-Jun-2022 11:00 AM,NA ,NA ,17-Jun-2022 12:00 PM,27-Jun-2022 11:00 AM,05-Jul-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,1.0,ICICI BANK,"Construction of Sports Stadium at Chowari, Tehsil Bhattiyat, District Chamba HP",C/O Retaining wall and formation cutting,Please refer Tender documents. ,NA ,"27,84,266",Civil Works,NA ,Tender,75.0,180.0,Dalhousie,176304.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Dalhousie,No ,No,Executive Engineer,Executive Engineer HPPWD Division Dalhousie,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,288550.0,Deeksha Sharmaq,26-Jun-2022 01:40 PM,Accepted-AOC,Work Completed,17-Feb-2023 08:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,288521.0,roshan lal thaur,25-Jun-2022 09:56 PM,Rejected-Finance,Other Than Lowest,17-Aug-2022 04:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,288606.0,Shadil Thakur,27-Jun-2022 07:36 AM,Rejected-Finance,Other Than Lowest,17-Aug-2022 04:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,288395.0,Suresh Kumar,24-Jun-2022 07:56 PM,Rejected-Finance,Other Than Lowest,17-Aug-2022 04:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,288564.0,TEK CHAND,27-Jun-2022 10:48 AM,Rejected-Finance,Lowest Contractor,17-Aug-2022 04:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,288607.0,vidal sharma,27-Jun-2022 07:44 AM,Rejected-Finance,Other Than Lowest,17-Aug-2022 04:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical Staff,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery i.e. JCB, Air Compressor and Tipper",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
