Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,"Construction M/T on Shargaon Ranaghat road Km 0/0 to 10/00 ( SH Providing and laying WBM G-II in km 1/500 to 4/0 , C/O unlined drain, ROFD in Km. 5/610 to 5/955 and C/O 900 mm dia RCC Hume pipe culvert alongwith both side wing walls at RD 7/105","Construction M/T on Shargaon Ranaghat road Km 0/0 to 10/00 ( SH Providing and laying WBM G-II in km 1/500 to 4/0 , C/O unlined drain, ROFD in Km. 5/610 to 5/955 and C/O 900 mm dia RCC Hume pipe culvert alongwith both side wing walls at RD 7/105",Please refer Tender documents. ,NA ,"26,09,939",Civil Works,NA ,Tender,75.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER through online mode,03-Aug-2022 03:00 PM,10-Aug-2022 11:00 AM,03-Aug-2022 03:00 PM,10-Aug-2022 10:30 AM,NA ,NA ,03-Aug-2022 03:00 PM,10-Aug-2022 10:30 AM,18-Aug-2022 01:30 PM,1.0,ICICI BANK,"52,500",No,fixed,,Nil,Nil,PWD,No.PW.RGH.Tender-2022-23-4970 dt. 2.8.22,2022_PWD_63385_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,21-Feb-2023,"INR 2,609,939",60.0,Daleep Singh Kaundal,21-Feb-2023 01:51 PM,SUMMARY.pdf (2391.00 KB),work awarded to sh. Sachin Chauhan,1.0,294877.0,sachin chauhan,INR,"2,147,327",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha KKamal HDM, Sh. Ghan Shyam Sr.Asstt",Narender verma,31-Aug-2022 12:20 PM,finsummary_95578.pdf (2391.12 KB),PWD,2022_PWD_63385_10,No.PW.RGH.Tender-2022-23-4970 dt. 2.8.22,"Construction M/T on Shargaon Ranaghat road Km 0/0 to 10/00 ( SH Providing and laying WBM G-II in km 1/500 to 4/0 , C/O unlined drain, ROFD in Km. 5/610 to 5/955 and C/O 900 mm dia RCC Hume pipe culvert alongwith both side wing walls at RD 7/105",Finance,SUMMARY,Narender verma,26-Aug-2022 01:36 PM,finance_95578.pdf,BOQ Comparative Chart,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Sh. Rajinder Kumar Supdt.-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Sr.Asstt",Narender verma,18-Aug-2022 01:25 PM,18-Aug-2022 01:30 PM,techsummary_95578.pdf (1521.30 KB),Technical,SUMMARY,Narender verma,18-Aug-2022 12:57 PM,technical_95578.pdf,1.0,294927.0,Deepak Attri,09-Aug-2022 12:58 PM,Rejected-Finance,L2,31-Aug-2022 12:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY through online mode,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,294869.0,Jagdish Chand,08-Aug-2022 06:36 PM,Rejected-Finance,L3,31-Aug-2022 12:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,294853.0,Jagmohan Singh,08-Aug-2022 05:24 PM,Rejected-Finance,L4,31-Aug-2022 12:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,294877.0,sachin chauhan,08-Aug-2022 09:17 PM,Accepted-AOC,L1,21-Feb-2023 01:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, CONDITIONS, Form-8 General Rule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
