Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Stage
Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,05-Mar-2019 05:43 PM,,BOQ Comparative Chart,1,52738,ADITYA DOWARAH,24-Jan-2019 06:46 AM,Accepted-AOC,AOC,24-Feb-2023 02:39 PM,1.0,52398.0,RINTU GOGOI,INR,1787351.0,24-Feb-2023,INR 16198951,60.0,Joy Sekhar Chakraborty,24-Feb-2023 02:33 PM,krishna.pdf (17618.00 KB),IM at Krishnaguru Ashram area of Hinghadowar,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,05-Mar-2019 05:21 PM,,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11005_1,SIV/SDRF/2018-19/ASHRAM/1,IM at Krishnaguru Ashram area of Hinghadowar,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, EE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,05-Mar-2019 06:08 PM,finsummary_17582.pdf (754.57 KB),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, EE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,05-Mar-2019 05:24 PM,05-Mar-2019 05:25 PM,techsummary_17582.pdf (1782.49 KB),AOC,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05","5,000","The Executive Engineer, Sivasagar W. R. Division",Sivasagar,No,Department of Water Resources||Chief Engineer - DoWR,SIV/SDRF/2018-19/ASHRAM/1,2019_DoWR_11005_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,11-Jan-2019 06:00 PM,25-Jan-2019 02:00 PM,11-Jan-2019 06:05 PM,24-Jan-2019 02:00 PM,NA ,NA ,16-Jan-2019 10:00 AM,24-Jan-2019 02:00 PM,05-Mar-2019 05:25 PM,"3,59,997",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W. R. Division",Sivasagar,1.0,Bid Opening Date Extension,Date,,1.0,Fee,.pdf,Cost of Tender and EMD,IM at Krishnaguru Ashram area of Hinghadowar,Immediate measures to Dikhow Bund Right Bank from Monipuribosti to A.T. Road at Krishnaguru Ashram area of Hinghadowar under SDRF for 2018-19.,Please refer Tender documents. ,NA ,"1,79,99,834",Civil Works,NA ,Tender,180.0,60.0,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,1.0,DD - Demand Draft,AOC
,,,,,,2,52603,DEVI PRASAD DEHINGIA,24-Jan-2019 03:46 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2023 02:39 PM,2.0,52568.0,RAJANI CHETIA,INR,1787870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Revised Date Corrigendum,Other,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC
,,,,,,3,52415,DHRUBAJIT CHETIA,23-Jan-2019 09:03 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2023 02:39 PM,3.0,52591.0,Sri Hemanta Phukan,INR,1787351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,AOC
,,,,,,4,52746,DIBYA BORAH,24-Jan-2019 07:36 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2023 02:39 PM,4.0,52596.0,Utpal Gogoi,INR,2737889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,AOC
,,,,,,5,52718,DIPU HAZARIKA,24-Jan-2019 12:08 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 05:21 PM,5.0,52700.0,UTTAM BORAH,INR,2726111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,AOC
,,,,,,6,52751,JAYANTA KUMAR DUTTA,24-Jan-2019 09:28 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 05:21 PM,6.0,52738.0,ADITYA DOWARAH,INR,1790793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,52741,KISHUR RUPAM JV,24-Jan-2019 01:57 PM,Accepted-AOC,AOC,24-Feb-2023 02:39 PM,7.0,52741.0,KISHUR RUPAM JV,INR,1790793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,52423,Lalit Saikia,24-Jan-2019 10:20 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2023 02:39 PM,8.0,52770.0,UMESH PHUKON,INR,1790793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,52760,MOINUDDIN AHMED,24-Jan-2019 10:31 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,52687,M/S EAST INDIA CONSTRUCTION,24-Jan-2019 12:28 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
