S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,Tender Revocation,Tender Revocation,17-Feb-2023 12:19 PM,revocationcorri.pdf ,282.08,Financial Opening,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_67684_1,184619/2022-23-8037-43 Dated 24-01-2023,Tender for replacement of 46 Nos rotten wooden poles from existing 63 kVA 22/0.4 kV Sub Station Cheora 1at and 2nd under Electrical Sub-Division HPSEBL Chhatri.,1.0,317616.0,Koyla Engineering Works,INR,"430,068.22","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,17-Feb-2023 01:54 PM,finsummary_101992.pdf (431.61 KB),"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,06-Feb-2023 04:00 PM,06-Feb-2023 04:05 PM,techsummary_101992.pdf (451.24 KB),1.0,319708.0,ABS ENTERPRISES,02-Feb-2023 04:37 PM,Rejected-Finance,L4,17-Feb-2023 01:54 PM,Finance,Financial bid opened by tender committee.,Sushil Kumar,17-Feb-2023 01:48 PM,finance_101992.pdf,BOQ Comparative Chart,Technical,Fulfill all the techno-commercial condition as per bid document,Sushil Kumar,06-Feb-2023 03:28 PM,technical_101992.pdf,17-Feb-2023,"INR 573,380",30.0,Sushil Kumar,17-Feb-2023 04:00 PM,128cheora.pdf (1957.00 KB),Awarded to M/S Koyla Engineering Works because the price-bid was lowest 1 and found to be valid i.e. as per the terms and conditions mentioned in the tender document.,AOC,28-Jan-2023 04:55 PM,03-Feb-2023 12:30 PM,28-Jan-2023 05:00 PM,03-Feb-2023 10:30 AM,NA ,NA ,28-Jan-2023 05:00 PM,03-Feb-2023 10:30 AM,06-Feb-2023 04:05 PM,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8037-43 Dated 24-01-2023,2023_HPSEB_67684_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"14,335",No,fixed,,Nil,Nil,1.0,ICICI BANK,Tender for replacement of 46 Nos rotten wooden poles from existing 63 kVA 22/0.4 kV Sub Station Cheora 1at and 2nd under Electrical Sub-Division HPSEBL Chhatri.,Tender for replacement of 46 Nos rotten wooden poles from existing 63 kVA 22/0.4 kV Sub Station Cheora 1at and 2nd under Electrical Sub-Division HPSEBL Chhatri.,Please refer tender document  ,N/A ,"5,73,380",Supply and Erection,Electrical Work ,Tender,180.0,30.0,Chhatri,175014.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,317616.0,Koyla Engineering Works,01-Feb-2023 07:58 PM,Accepted-AOC,Awarded to M/S Koyla Engineering Works because the price-bid was lowest 1 and found to be valid i.e. as per the terms and conditions mentioned in the tender document.,17-Feb-2023 04:00 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,319730.0,M/S HARI OM CONSTRUCTION GROUP,02-Feb-2023 04:19 PM,Rejected-Finance,L6,17-Feb-2023 01:54 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,319829.0,MS. Prem Enterprises,03-Feb-2023 10:13 AM,Rejected-Finance,L2,17-Feb-2023 01:54 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,319659.0,NAROTAM RAM,02-Feb-2023 03:14 PM,Rejected-Finance,L5,17-Feb-2023 01:54 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,319779.0,SUNEEL THAKUR ELECTRICAL,02-Feb-2023 08:57 PM,Rejected-Finance,L3,17-Feb-2023 01:54 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
