Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",Nil,Nil,Yes,1.0,SBI Bank,"Commissioner, Panchayat n Rural Development Assam","O/o the Commissioner, Panchayat andRural Development, Assam, Juripar, Panjabari, Guwahati-37",1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Processing Fee,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD,CPRD/PMAY-G/34/Pt/2020/210,2022_PNRD_27371_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Online,No,No,No,Selection and Empanelment of Training Providers for providing training to Rural Masons,Selection and Empanelment of Training Providers for providing onsite training to Rural Masons under Recognition of Prior Learning (RPL) in the construction of houses under Pradhan Mantri Awaas Yojana-Gramin in Assam,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,365.0,Different Districts of Assam,781037.0,NA ,NA ,NA ,"O/o the Commissioner, PandRD, Assam, Panjabari",No ,No,0.0,No,fixed,,Nil,Nil,15-Oct-2022 09:00 AM,04-Nov-2022 02:30 PM,15-Oct-2022 09:00 AM,04-Nov-2022 02:00 PM,NA ,NA ,15-Oct-2022 09:00 AM,04-Nov-2022 02:00 PM,AOC,Finance,No of Bids 42,Dhurbajyoti Sarmah,05-Nov-2022 02:34 PM,finance_42064.pdf,24-Feb-2023,INR 53.9,365.0,Dhurbajyoti Sarmah,24-Feb-2023 02:14 PM,AOC_RMT.pdf (593.00 KB),Rs 53.90 per hour,1,160968,AARADHANA ONLINE SOLUTIONS PRIVATE LIMITED,04-Nov-2022 01:57 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,Shri Bipul Kumar Das ACS,Internal,Smti Bipanchi Dutta ACS Shri Nayanmani Sharma AFS Shri Dhrubajyoti Sarmah,Dhurbajyoti Sarmah,24-Feb-2023 02:01 PM,finsummary_42064.pdf (1208.81 KB),Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD,2022_PNRD_27371_1,CPRD/PMAY-G/34/Pt/2020/210,Selection and Empanelment of Training Providers for providing training to Rural Masons,Shri Bipul Kumar Das ACS,Internal,Smti Bipanchi Dutta ACS Shri Nayanmoni Sharma AFS Shri Dhrubajyoti Sarmah,Dhurbajyoti Sarmah,23-Feb-2023 07:44 AM,techsummary_42064.pdf (1208.81 KB),1.0,160414.0,Pipal Tree Ventures Private Limited,INR,53.9,AOC
,,,,,,,,,,.pdf,Signed Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,160982,ACME INDIA MICROSYS PVT LTD,04-Nov-2022 11:16 AM,Accepted-AOC,Empanelment,24-Feb-2023 02:17 PM,,,,,,,,,,,,,,,,,2.0,160511.0,Bhaskar Foundadtion,INR,53.9,AOC
,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,160835,AISECT,04-Nov-2022 12:47 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,3.0,160759.0,SALTLAKE INSTITUTE OF ENGINEERING AND MANAGEMENT LIMITED,INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,160111,ANISUZ ZAMAN,04-Nov-2022 01:03 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,4.0,160806.0,GNG SKILLS DEVELOPERS PRIVATE LIMITED,INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,160946,Arpan Aid Foundation,04-Nov-2022 12:36 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,5.0,160941.0,Shri Proskills LLP (Formerly known as Shri Technologies),INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,160045,ARTHY LEARNING AND IMPLEMENTATION PRIVATE LIMITED,30-Oct-2022 11:28 AM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,6.0,160944.0,BHAWANI MARKETING PVT.LTD,INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,160277,ASCENSIVE EDUCARE PVT LTD,01-Nov-2022 06:42 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,7.0,160967.0,SUSHILA FOUNDATION FOR AGRICALTURAL & RURAL DEVELOPMENT,INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,160980,ASIAN INFOTECH,04-Nov-2022 01:19 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,8.0,160981.0,NRDS Management Private Limited,INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,160673,ASSAM PROFESSIONAL ACADEMY SOCIETY,04-Nov-2022 12:05 PM,Rejected-Technical,Rejected as THE REQUIRED CRITERIA ARE NOT FULFILLED,23-Feb-2023 07:44 AM,,,,,,,,,,,,,,,,,9.0,160982.0,ACME INDIA MICROSYS PVT LTD,INR,53.9,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,160998,Badhte Kadam,04-Nov-2022 11:30 AM,Accepted-AOC,Empanelment,24-Feb-2023 02:17 PM,,,,,,,,,,,,,,,,,10.0,160997.0,MANAB KALYAN WELFARE SOCIETY,INR,53.9,AOC
