Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,NO.PWC-WA-II 11749-848 dated 4.12.21,2021_PWD_54694_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,1.0,ICICI BANK,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,"Repair of office building at Assistant Registrar Co-Operative Societies at Chamba Replacement of roofing ,flooring, painting and distempering","Repair of office building at Assistant Registrar Co-Operative Societies at Chamba Replacement of roofing ,flooring, painting and distempering",Please refer Tender documents. ,NA ,"7,51,541",Civil Works,NA ,Tender,75.0,60.0,chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,"15,100",No,fixed,,Nil,Nil,15-Dec-2021 06:55 PM,23-Dec-2021 11:30 AM,15-Dec-2021 06:55 PM,22-Dec-2021 05:00 PM,NA ,NA ,15-Dec-2021 06:55 PM,22-Dec-2021 05:00 PM,03-Jan-2022 11:30 AM,AOC,Finance,BOS,Jeet Singh Thakur,06-Jan-2022 02:42 PM,finance_81965.pdf,BOQ Comparative Chart,1.0,251361.0,Darshan Kumar,INR,"677,442",1.0,251867.0,Ashtosh Kashyap,22-Dec-2021 04:50 PM,Rejected-Finance,4th lowest,14-Jan-2022 02:59 PM,Technical,BOS,Jeet Singh Thakur,29-Dec-2021 03:41 PM,technical_81965.pdf,EE,Internal,Assistant Engineer superintendent and senior Assistant,Jeet Singh Thakur,29-Dec-2021 04:00 PM,03-Jan-2022 11:30 AM,techsummary_81965.pdf (240.70 KB),PWD,2021_PWD_54694_3,NO.PWC-WA-II 11749-848 dated 4.12.21,"Repair of office building at Assistant Registrar Co-Operative Societies at Chamba Replacement of roofing ,flooring, painting and distempering",15-Feb-2023,"INR 751,541",60.0,Jeet Singh Thakur,15-Feb-2023 01:20 PM,13951.pdf (1177.00 KB),"Repair of office building at Assistant Registrar Co-Operative Societies at Chamba Replacement of roofing ,flooring, painting and distempering",EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,14-Jan-2022 02:59 PM,finsummary_81965.pdf (161.30 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,Earnest Money only mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,251361.0,Darshan Kumar,20-Dec-2021 08:00 PM,Accepted-AOC,work completed,15-Feb-2023 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule and directions No.20 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,251586.0,Mayank Mahajan,21-Dec-2021 06:27 PM,Rejected-Finance,3rd lowest,14-Jan-2022 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,250339.0,Tahir Malik Allied Services,20-Dec-2021 04:29 PM,Rejected-Finance,2nd lowest,14-Jan-2022 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of ongoing work/Work in hand certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD form -7/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
