Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP",JBL-SML-09-718,2022_HPIPH_65162_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,500",Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Form in online mode,Executive Engineer,JSV Division Jubbal,17-Sep-2022 06:00 PM,26-Sep-2022 11:30 AM,17-Sep-2022 06:00 PM,26-Sep-2022 11:00 AM,NA ,NA ,17-Sep-2022 06:00 PM,26-Sep-2022 11:00 AM,11-Oct-2022 02:45 PM,"3,39,600",Yes,fixed,,Nil,Nil,Providing GWSS to various PC habitations under Jal Shakti Sub Division Gumma in Tehsil Kotkhai Distt Shimla HP Section Gumma SH Construction of RCC Nallah Intake 10 Nos RCC S tank of 10000 ltrs cap 10 Nos RCC S tank of 15000 ltrs cap 1 No,Providing GWSS to various PC habitations under Jal Shakti Sub Division Gumma in Tehsil Kotkhai Distt Shimla HP Section Gumma SH Construction of RCC Nallah Intake 10 Nos RCC S tank of 10000 ltrs cap 10 Nos RCC S tank of 15000 ltrs cap 1 No,Please refer Tender documents. ,NA ,"3,07,05,564",Civil Works,Civil and pipe line work ,Tender,120.0,730.0,Gumma,171202.0,NA ,NA ,NA ,JSV Division Jubbal,No ,No,AOC,1.0,303703.0,Harsh chauhan,24-Sep-2022 04:54 PM,Rejected-Finance,L3,04-Feb-2023 11:40 AM,Executive Engineer,Internal,AE Supdt DHD TA,BODHBERDHAN GUPTA,11-Oct-2022 02:44 PM,11-Oct-2022 02:45 PM,techsummary_98048.pdf (388.22 KB),Technical,Technical bid opening summary attached,BODHBERDHAN GUPTA,11-Oct-2022 02:25 PM,technical_98048.pdf,Finance,Financial Summary Attached,BODHBERDHAN GUPTA,04-Feb-2023 11:01 AM,finance_98048.pdf,BOQ Comparative Chart,04-Feb-2023,"INR 30,705,564",730.0,BODHBERDHAN GUPTA,04-Feb-2023 11:58 AM,105.pdf (748.00 KB),Work awarded to M/S Sai Aqua Machines and Builders Contractor vide this office letter No 6904-08 dated 14/10/2022 (Agg No. 267 for 2022-23),SE Rohru,Internal,AEDSZ EEJ EEDSZ SER SEDSZ,BODHBERDHAN GUPTA,04-Feb-2023 11:40 AM,finsummary_98048.pdf (1913.30 KB),1.0,303092.0,Sai Aqua Machines and Builders,INR,"26,434,905","HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP",2022_HPIPH_65162_1,JBL-SML-09-718,Providing GWSS to various PC habitations under Jal Shakti Sub Division Gumma in Tehsil Kotkhai Distt Shimla HP Section Gumma SH Construction of RCC Nallah Intake 10 Nos RCC S tank of 10000 ltrs cap 10 Nos RCC S tank of 15000 ltrs cap 1 No,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money or exemption certificate duly attached with undertaking of balance exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,303092.0,Sai Aqua Machines and Builders,24-Sep-2022 05:23 PM,Accepted-AOC,Lowest Bidder,04-Feb-2023 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid registration in appropriate class or undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,303876.0,SURENDAR HANSRETTA,26-Sep-2022 10:57 AM,Rejected-Finance,L4,04-Feb-2023 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST, EPF Number and latest ITR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,303607.0,Vikram Rithwan Contractor,25-Sep-2022 01:17 PM,Rejected-Finance,L2,04-Feb-2023 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,A Scanned copy of undertaking that I have carefully studied all the Term and Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorisation of DSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Characterstics of pumping machinery with curve valid dealership certificate to supply centrifugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Past experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no near relative of the bidder is working in JSV Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
