Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW-ED-AB-Tender-261-66 dt.24.4.2022,2022_PWD_60034_1,Yes,Open Tender,Item Rate,Works,1.0,No,No,Offline,No,No,No,Providing Re wiring replacement of conventional fittings with energy saving LED fittings in off Set and Compositing Branch 4th Floor at HP Printing Press Ghora Chowki Shimla 5,Providing Re wiring replacement of conventional fittings with energy saving LED fittings in off Set and Compositing Branch 4th Floor at HP Printing Press Ghora Chowki Shimla 5,Please refer Tender documents. ,NA ,"12,88,373",Electrical Works,NA ,Tender,90.0,180.0,SHIMLA,171009.0,NA ,NA ,NA ,SHIMLA KASUMPTI -9,No ,No,1.0,DD - Demand Draft,500.0,E.E.Electrical Division No-I Shimla-9,Shimla-9.,No,28-Apr-2022 06:30 PM,09-May-2022 11:30 AM,28-Apr-2022 06:30 PM,07-May-2022 05:00 PM,NA ,NA ,28-Apr-2022 06:30 PM,07-May-2022 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Cost of Tender in shape of DD,XEX Electrical division No. 1 shimla,The Executive Engineer Electrical Division No-1 HPPWD Shimla-9,"25,800",Yes,fixed,,E.E.Electrical Division No-I Shimla-9,Shimla-9.,AOC,1,281011,Bhardwaj Electrical Co.,07-May-2022 03:17 PM,Rejected-AOC,L5,26-Feb-2023 07:42 AM,1.0,281072.0,Rakesh Kumar,INR,"1,090,890",Finance,Ten number bids were found uploaded on e-procurement all were found in order and qualified in TQC accordingly opened for financial part today on dated 09.05.2022 in which Sh. Rakesh Kumar electrical contractor was found L-1,S. R Tomer,09-May-2022 12:14 PM,finance_90760.pdf,BOQ Comparative Chart,PWD,2022_PWD_60034_1,PW-ED-AB-Tender-261-66 dt.24.4.2022,Providing Re wiring replacement of conventional fittings with energy saving LED fittings in off Set and Compositing Branch 4th Floor at HP Printing Press Ghora Chowki Shimla 5,XEN ELECTRICAL,Internal,DAO SUPDT HDM,Ravi Singh Rana,26-Feb-2023 07:35 AM,techsummary_90760.pdf (40.46 KB),XEN ELECTRICAL,Internal,DAO SUPDT HDM,Ravi Singh Rana,26-Feb-2023 07:40 AM,finsummary_90760.pdf (40.46 KB),26-Feb-2023,"INR 1,090,890",180.0,Ravi Singh Rana,26-Feb-2023 07:41 AM,2022_60034.pdf (1506.00 KB),AWARDED TO L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,.pdf,EMD in shape of FDR,,,,,,,,,AOC,2,281058,D.S Ranta Electrical Contractor,07-May-2022 01:54 PM,Rejected-AOC,L9,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN Registration,,,,,,,,,AOC,3,281089,Haminder Pal,07-May-2022 02:16 PM,Rejected-AOC,L8,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid electrical enlistment issued from competent authority,,,,,,,,,AOC,4,280768,Kalra Hardware and Electric Store,05-May-2022 03:55 PM,Rejected-AOC,L4,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of undertaking/ Declaration by the Contractor,,,,,,,,,AOC,5,281086,Kapila Traders,07-May-2022 03:42 PM,Rejected-AOC,L10,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,SCHEDULE OF QUANTITY BOQ,,,,,,,,,AOC,6,281107,Kumar Enterprises,07-May-2022 04:48 PM,Rejected-AOC,L7,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,STANDARD BIDDING DOCUMENT SBD Form-8,,,,,,,,,AOC,7,281072,Rakesh Kumar,07-May-2022 01:27 PM,Accepted-AOC,L1,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,281001,sai electricals,06-May-2022 05:44 PM,Rejected-AOC,L3,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,281104,Sharma and Company,07-May-2022 03:22 PM,Rejected-AOC,L6,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,280238,vijan agencies,07-May-2022 11:35 AM,Rejected-AOC,L2,26-Feb-2023 07:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
