Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,1.0,ICICI BANK,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8281-90 Dated 02-02-2023,2023_HPSEB_68100_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"Tender for replacement of 30 Nos. rotten wooden poles from existing 63 KVA 22/0.4 kV Sub Station Bithri25KVA 22/0.4KV S/Stn. Bhundal, Nogi, Charandi, and Kulag under ESD HPSEBL Pangna","Tender for replacement of 30 Nos. rotten wooden poles from existing 63 KVA 22/0.4 kV Sub Station Bithri25KVA 22/0.4KV S/Stn. Bhundal, Nogi, Charandi, and Kulag under ESD HPSEBL Pangna",Please refer tender document  ,N/A ,"4,73,182",Supply and Erection,Electrical work ,Tender,180.0,30.0,Seri,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,04-Feb-2023 05:00 PM,13-Feb-2023 12:30 PM,04-Feb-2023 05:00 PM,13-Feb-2023 10:30 AM,NA ,NA ,04-Feb-2023 05:00 PM,13-Feb-2023 10:30 AM,15-Feb-2023 04:05 PM,"11,830",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,AOC,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,23-Feb-2023 05:11 PM,finsummary_102558.pdf (521.78 KB),HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_68100_1,184619/2022-23-8281-90 Dated 02-02-2023,"Tender for replacement of 30 Nos. rotten wooden poles from existing 63 KVA 22/0.4 kV Sub Station Bithri25KVA 22/0.4KV S/Stn. Bhundal, Nogi, Charandi, and Kulag under ESD HPSEBL Pangna",1.0,320748.0,VISHAL ELECTRICAL GOVT CONT,INR,"355,606.45","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Ravinder Kumar,15-Feb-2023 04:02 PM,15-Feb-2023 04:05 PM,techsummary_102558.pdf (398.23 KB),1.0,321772.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,11-Feb-2023 07:34 PM,Rejected-Finance,"Price bid was found to be the L 1, but at the same time it was also found to be less than 25 percent of the NIT amount as per the terms and conditions mentioned in the tender document hence rejected",23-Feb-2023 05:10 PM,Finance,Financial bid opened by tender committee.,Sushil Kumar,23-Feb-2023 10:19 AM,finance_102558.pdf,BOQ Comparative Chart,Technical,Fulfill all the techno-commercial condition as per bid document,Ravinder Kumar,15-Feb-2023 03:46 PM,technical_102558.pdf,23-Feb-2023,"INR 473,182",30.0,Sushil Kumar,23-Feb-2023 05:15 PM,award132bithri.pdf (2206.00 KB),Awarded to M/S VISHAL ELECTRICAL GOVT CONT because the price-bid was lowest 2 and found to be valid i.e. as per the terms and conditions mentioned in the tender document,AOC
,,,,.pdf,EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,321665.0,M/S HARI OM CONSTRUCTION GROUP,11-Feb-2023 02:29 PM,Rejected-Finance,L3,23-Feb-2023 05:10 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,320748.0,VISHAL ELECTRICAL GOVT CONT,07-Feb-2023 02:18 PM,Accepted-AOC,Awarded to M/S VISHAL ELECTRICAL GOVT CONT because the price-bid was lowest 2 and found to be valid i.e. as per the terms and conditions mentioned in the tender document,23-Feb-2023 05:16 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit of Non- blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"Registration of PAN, GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Cancelled Check as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,BIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
