Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
C/O Steel Footpath on Shimla By Pass road on NH-22 (new NH 05) at km 11/965 to 12/500,C/O Steel footpath and Providing and fixing Interlocking Paver Block on Berms etc. ( Against Smart City),As per tender document ,NA ,"1,43,48,349",Civil Works - Others,NA ,Tender,120.0,270.0,Shimla,171001.0,NA ,NA ,NA ,Solan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and earnest money,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,DD - Demand Draft,Executive Engineer NH Division HPPWD Solan,Executive Engineer NH Division HPPWD Solan,11-Mar-2022 05:00 PM,19-Mar-2022 11:00 AM,11-Mar-2022 05:00 PM,19-Mar-2022 10:30 AM,NA ,NA ,11-Mar-2022 05:00 PM,19-Mar-2022 10:30 AM,22-Mar-2022 11:05 AM,"5,000",Executive Engineer NH Division HPPWD Solan,Solan,No,PWD,6576-99 dated 08.03.2022,2022_PWD_57853_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,87,000",No,fixed,,Executive Engineer NH Division HPPWD Solan,Solan,AOC,PWD,2022_PWD_57853_7,6576-99 dated 08.03.2022,C/O Steel Footpath on Shimla By Pass road on NH-22 (new NH 05) at km 11/965 to 12/500,"Er Kulbir Singh Thakur, EE NH Division, HPPWD Solan",Internal,Miss Akriti Aggarwal AO Sh Ghanshyam Mehta HDM Sh Rajinder Singh Supdtt Gr II Smt Samriti Verma TA,Kulbir Singh Thakur,22-Mar-2022 11:02 AM,22-Mar-2022 11:05 AM,techsummary_87381.pdf (593.54 KB),Er Kulbir Singh Thakur EE,Internal,"Ms Akriti Aggarwal DAO, Sh Ghanshyam Mehta HDM, Sh Rajinder Singh Supdt GrII, Smt Samriti VErma TA",Kulbir Singh Thakur,24-Mar-2022 12:07 PM,finsummary_87381.pdf (472.77 KB),29-Mar-2022,"INR 15,037,050",270.0,Kulbir Singh Thakur,16-Feb-2023 03:19 PM,SANDEEP.pdf (488.00 KB),LOA,1.0,270855.0,Om Parkash Sharma,18-Mar-2022 07:22 PM,Rejected-Finance,Being L2,24-Mar-2022 12:07 PM,Technical,Bid opening summary,Kulbir Singh Thakur,22-Mar-2022 10:59 AM,technical_87381.pdf,1.0,270856.0,Sandeep Chandel,INR,"15,037,050",Finance,Financial Bid opening summary,Kulbir Singh Thakur,24-Mar-2022 11:50 AM,finance_87381.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,contractor registration,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270856.0,Sandeep Chandel,18-Mar-2022 09:18 PM,Accepted-AOC,L1,16-Feb-2023 03:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EPF No.,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST / Sales Tax number,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tools and plant",5.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid,6.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of all the documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding gazetted and non gazetted employees in HPPWD related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
