Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Technical,BOS,Jeet Singh Thakur,07-Feb-2023 03:25 PM,technical_101805.pdf,1.0,319646.0,M/S SAHAB SINGH THAKUR ENGINEERS & CONTRACTORS,04-Feb-2023 03:12 PM,Rejected-Finance,2nd lowest,20-Feb-2023 06:55 PM,1.0,318075.0,Rahul Thakur,INR,"10,003,304",Finance,BOS,Jeet Singh Thakur,15-Feb-2023 12:40 PM,finance_101805.pdf,BOQ Comparative Chart,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,20-Feb-2023 06:55 PM,finsummary_101805.pdf (113.61 KB),20-Feb-2023,"INR 10,781,680",60.0,Jeet Singh Thakur,20-Feb-2023 06:58 PM,17888.pdf (869.00 KB),Annual Maintenance on Chamba Sahoo road Km. 0/0 to 4/0 for the year 2023-24 (SH P/L Bitumenous concrete),PWD,2023_PWD_67579_3,No.PWC-WA-II- 16447-546 dated 20.01.2023,Annual Maintenance on Chamba Sahoo road Km. 0/0 to 4/0 for the year 2023-24 (SH P/L Bitumenous concrete),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,10-Feb-2023 06:59 PM,14-Feb-2023 11:30 AM,techsummary_101805.pdf (695.93 KB),AOC,"5,000",Nil,Nil,No,PWD,No.PWC-WA-II- 16447-546 dated 20.01.2023,2023_PWD_67579_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,27-Jan-2023 10:00 AM,07-Feb-2023 11:30 AM,27-Jan-2023 10:00 AM,06-Feb-2023 05:00 PM,NA ,NA ,27-Jan-2023 10:00 AM,06-Feb-2023 05:00 PM,14-Feb-2023 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,"2,15,700",No,fixed,,Nil,Nil,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,Annual Maintenance on Chamba Sahoo road Km. 0/0 to 4/0 for the year 2023-24 (SH P/L Bitumenous concrete),Annual Maintenance on Chamba Sahoo road Km. 0/0 to 4/0 for the year 2023-24 (SH P/L Bitumenous concrete),Please refer Tender documents. ,NA ,"1,07,81,860",Civil Works,NA ,Tender,75.0,60.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,1.0,ICICI BANK,AOC
,,,,,2.0,318075.0,Rahul Thakur,05-Feb-2023 06:02 PM,Accepted-AOC,Work awarded,20-Feb-2023 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only online mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,3.0,319911.0,Surinder Pal Dhall,04-Feb-2023 02:30 PM,Rejected-Finance,3rd lowest,20-Feb-2023 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Mini Hot Mix Plant, Paver Finisher and road Roller documentary proof for the same",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,One similar work of forty percent of the estimated value of work (without L.D.)in last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Work in hand /ongoing work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
