Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
17-Mar-2022 11:00 AM,05-Apr-2022 11:00 AM,17-Mar-2022 11:30 AM,04-Apr-2022 06:00 PM,NA ,NA ,17-Mar-2022 11:30 AM,04-Apr-2022 06:00 PM,08-Apr-2022 10:30 AM,1.0,Corrigendum,Date,,"21,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Online mode),Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,PWD,No.BGN/2020-21-15331-60 dated 10.03.2022Job10,2022_PWD_58127_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,1.0,ICICI BANK,Periodical Maintenance on Link road from Una Takka to Moh. Haler Moh. Biasian upto Himtokarsh Collage ( VR Code-HP1205VR0136),P/L 30mm thick Bituminious Concrete including profile correction in Km 2/000 to 3/230,Please refer Tender documents. ,NA ,"10,91,186",Civil Works - Roads,NA ,Tender,120.0,60.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,AOC,PWD,2022_PWD_58127_1,No.BGN/2020-21-15331-60 dated 10.03.2022Job10,Periodical Maintenance on Link road from Una Takka to Moh. Haler Moh. Biasian upto Himtokarsh Collage ( VR Code-HP1205VR0136),Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,07-Apr-2022 05:32 PM,08-Apr-2022 10:30 AM,techsummary_87766.pdf (601.99 KB),Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,12-Apr-2022 03:11 PM,finsummary_87766.pdf (536.92 KB),04-May-2022,"INR 1,376,700",60.0,Dev Raj,13-Feb-2023 02:18 PM,58127.pdf (944.00 KB),AOC,1.0,273260.0,Maynak Sharma,28-Mar-2022 12:33 PM,Not Admitted-Fee/PreQual/Technical,Others-Original document not submitted,07-Apr-2022 05:31 PM,Technical,Tech bid opened,SHASHI PAL,07-Apr-2022 05:31 PM,technical_87766.pdf,Finance,Fin bid opened,SHASHI PAL,12-Apr-2022 03:09 PM,finance_87766.pdf,BOQ Comparative Chart,1.0,274822.0,Shiv Kumar Govt Contractor,INR,"1,376,700",AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Online mode),,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,273269.0,Sanjeev Kumar,04-Apr-2022 01:11 PM,Not Admitted-Fee/PreQual/Technical,Others-Original document not submitted,07-Apr-2022 05:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,274822.0,Shiv Kumar Govt Contractor,04-Apr-2022 12:55 PM,Accepted-AOC,L1,13-Feb-2023 02:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and latest assessment and PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format without Liquidated Damage or compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in bidding document duly countersigned by the EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Reg. no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
