Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_67663_1,184619/2022-23-8037-43 Dated 24-01-2023,Tender for replacement of 46 Nos rotten wooden poles from existing 63 KVA 22/0.4 kV Ding under Electrical Sub-Division HPSEBL Chhatri.,1.0,317614.0,Koyla Engineering Works,INR,"436,477.87","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,17-Feb-2023 02:24 PM,finsummary_101962.pdf (527.88 KB),Finance,Financial bid opened by tender committee,Sushil Kumar,17-Feb-2023 11:20 AM,None,BOQ Comparative Chart,Technical,Fulfill all the techno-commercial condition as per bid document,Sushil Kumar,06-Feb-2023 03:31 PM,technical_101962.pdf,17-Feb-2023,"INR 581,917",30.0,Sushil Kumar,17-Feb-2023 04:18 PM,126ding.pdf (1828.00 KB),Awarded to M/S Koyla Engineering Works because the price-bid was lowest 2 and found to be valid i.e. as per the terms and conditions mentioned in the tender document.,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,06-Feb-2023 03:58 PM,06-Feb-2023 04:05 PM,techsummary_101962.pdf (438.67 KB),1.0,319680.0,ABS ENTERPRISES,02-Feb-2023 04:27 PM,Rejected-Finance,L5,17-Feb-2023 02:24 PM,AOC,Tender for replacement of 46 Nos rotten wooden poles from existing 63 KVA 22/0.4 kV Ding under Electrical Sub-Division HPSEBL Chhatri.,Tender for replacement of 46 Nos rotten wooden poles from existing 63 KVA 22/0.4 kV Ding under Electrical Sub-Division HPSEBL Chhatri.,Please refer tender document  ,N/A ,"5,81,917",Supply and Erection,Electrical Work ,Tender,180.0,30.0,Chhatri,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,1.0,ICICI BANK,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer, ED Karsog",28-Jan-2023 04:55 PM,03-Feb-2023 12:30 PM,28-Jan-2023 05:00 PM,03-Feb-2023 10:30 AM,NA ,NA ,28-Jan-2023 05:00 PM,03-Feb-2023 10:30 AM,06-Feb-2023 04:05 PM,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8037-43 Dated 24-01-2023,2023_HPSEB_67663_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"1,180",Nil,Nil,No,"14,548",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,319832.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,03-Feb-2023 10:16 AM,Rejected-Finance,"Price bid was found to be the L 1, but at the same time it was also found to be less than 25 percent of the NIT amount as per the terms and conditions mentioned in the tender document hence rejected.",17-Feb-2023 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,317614.0,Koyla Engineering Works,01-Feb-2023 07:30 PM,Accepted-AOC,Awarded to M/S Koyla Engineering Works because the price-bid was lowest 2 and found to be valid i.e. as per the terms and conditions mentioned in the tender document.,17-Feb-2023 04:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,319817.0,MS. Prem Enterprises,03-Feb-2023 09:52 AM,Rejected-Finance,L3,17-Feb-2023 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,319661.0,NAROTAM RAM,02-Feb-2023 03:27 PM,Rejected-Finance,L6,17-Feb-2023 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,319782.0,SUNEEL THAKUR ELECTRICAL,02-Feb-2023 09:19 PM,Rejected-Finance,L4,17-Feb-2023 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
