Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,1.0,ICICI BANK,"5,000",Nil,Nil,No,30-Sep-2022 11:30 AM,10-Oct-2022 11:30 AM,30-Sep-2022 11:30 AM,10-Oct-2022 10:00 AM,NA ,NA ,30-Sep-2022 11:30 AM,10-Oct-2022 10:00 AM,04-Nov-2022 10:30 AM,Construction of Rajiv Gandhi Govt. Engineering College Kangra at Nagrota Bagwan in Distt Kangra (HP) (Deposit work),"Construction of reinforced cement concrete wall at RD 0/198 to 0/229.50,0/388 to 0/396, 0/450 to 0/468 and 0/475 to 1/040",Please refer Tender documents. ,NA ,"2,51,66,494",Civil Works,NA ,Tender,120.0,180.0,Nagrota,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,"5,03,350",No,fixed,,Nil,Nil,Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD-Civil Tanda 30,2022_PWD_65787_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2022_PWD_65787_1,PWD-Civil Tanda 30,Construction of Rajiv Gandhi Govt. Engineering College Kangra at Nagrota Bagwan in Distt Kangra (HP) (Deposit work),Dr Suresh kumar walia,Internal,AE DAO SUPDT HDM,Suresh Kumar Walia,31-Oct-2022 12:40 PM,04-Nov-2022 10:30 AM,techsummary_98993.pdf (1274.50 KB),Dr Suresh kumar walia,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,23-Nov-2022 11:14 AM,finsummary_98993.pdf (199.11 KB),04-Feb-2023,"INR 25,166,494",180.0,Suresh Kumar Walia,07-Feb-2023 01:53 PM,Award.pdf (683.00 KB),Award,1.0,306017.0,Chamunda Construction Works,INR,"17,616,506",Finance,sum,Suresh Kumar Walia,23-Nov-2022 11:11 AM,finance_98993.pdf,BOQ Comparative Chart,1.0,306017.0,Chamunda Construction Works,06-Oct-2022 12:40 PM,Accepted-AOC,Award,07-Feb-2023 01:53 PM,Technical,SUM,Suresh Kumar Walia,31-Oct-2022 12:37 PM,technical_98993.pdf,AOC
,,.pdf,Contractor registration,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,306015.0,Kumar,08-Oct-2022 12:04 PM,Rejected-Technical,Not Fulfill criteria,31-Oct-2022 12:40 PM,,,,,,AOC
,,.pdf,PAN No GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,307073.0,M/s Kulwinder Singh and Co.,08-Oct-2022 05:10 PM,Rejected-Finance,Lowest 7,23-Nov-2022 11:14 AM,,,,,,AOC
,,.pdf,Employee Provident Fund ( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,306529.0,M/s Surindera Traders,09-Oct-2022 02:34 PM,Rejected-Finance,Lowest 4,23-Nov-2022 11:14 AM,,,,,,AOC
,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,307286.0,Nageshwer Mankotia,08-Oct-2022 08:02 PM,Rejected-Finance,Lowest 5,23-Nov-2022 11:14 AM,,,,,,AOC
,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,306795.0,RAMESH CHAND CHOPRA AND SONS,10-Oct-2022 09:15 AM,Rejected-Finance,Lowest 2,23-Nov-2022 11:14 AM,,,,,,AOC
,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,307235.0,Sandeep Govt Contractor,09-Oct-2022 07:11 PM,Rejected-Finance,Lowest 6,23-Nov-2022 11:14 AM,,,,,,AOC
,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,306918.0,Ujjawal Singh,10-Oct-2022 09:28 AM,Rejected-Finance,Lowest 3,23-Nov-2022 11:14 AM,,,,,,AOC
,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
