Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Procurement of EHV Grade Transformer Oil,Procurement of EHV Grade Transformer Oil,As per NIT ,EMD for HP local registered Unit is Nil and for other Rs 172530.00 ,"1,72,53,000",Electrical Work/ Equipment,NA ,Tender,120.0,120.0,"O/o Chief Engineer (MM), Vidyut Bhawan HPSEBLtd.",171004.0,NA ,NA ,NA ,"O/o Chief Engineer (MM), Vidyut Bhawan HPSEBLtd.",No ,No,"1,180",Nil,Nil,No,1.0,Corrigendum NO. 1,Date,,"O/o Chief Engineer (MM),HPSEBLtd. Shimla","O/o Chief Engineer (MM), Vidyut Bhawan HPSEBLtd. Shimla-4",HPSEBL,CE(MM)-19/2022,2022_HPSEB_65182_1,Yes,Open Tender,Item Wise,Goods,3.0,No,Yes,Online,No,No,No,1.0,ICICI BANK,"1,72,530",Yes,fixed,,Nil,Nil,1.0,Fee,.pdf,proof of Tender Fee,19-Sep-2022 02:00 PM,07-Oct-2022 11:30 AM,19-Sep-2022 02:00 PM,06-Oct-2022 12:00 PM,NA ,NA ,20-Sep-2022 10:00 AM,06-Oct-2022 12:00 PM,19-Oct-2022 02:30 PM,AOC,Sr. Executive Engineer,Internal,Assistant Engineer,Suraj Pandey,04-Feb-2023 11:57 AM,finsummary_98116.pdf (280.64 KB),1.0,304772.0,COLUMBIA PETRO CHEM PVT LTD,INR,"23,878,242",HPSEBL,2022_HPSEB_65182_1,CE(MM)-19/2022,Procurement of EHV Grade Transformer Oil,Sr. Executive Engineer II,Internal,Assistant executive engineer senior Account officer under secretary,Suraj Pandey,18-Oct-2022 05:42 PM,19-Oct-2022 02:30 PM,techsummary_98116.pdf (362.81 KB),1.0,305951.0,Apar Industries Ltd,06-Oct-2022 10:58 AM,Rejected-Finance,Price quoted are higher than L-1 quoted price,04-Feb-2023 11:57 AM,04-Feb-2023,"INR 23,878,242",120.0,Suraj Pandey,04-Feb-2023 12:07 PM,awardsummary.pdf (281.00 KB),Award Summary PO was placed to the firm on dated 30.01.2023,Finance,Price Bid opening summary,Suraj Pandey,19-Oct-2022 05:41 PM,finance_98116.pdf,BOQ Comparative Chart,Technical,Techno-commercial bid opening sumamry,Vimal Kumar,07-Oct-2022 12:50 PM,technical_98116.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,proof of EMD,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,304772.0,COLUMBIA PETRO CHEM PVT LTD,01-Oct-2022 06:07 PM,Accepted-AOC,L-1 quoted rates were further negotiated to Rs. 116820.00 per KL by L-1 firm,04-Feb-2023 12:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,"Renewed BIS Certificate, ISO certificate, GST registration certificate, PAN Card copy, ITR and GST c",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,304884.0,NANDAN PETROCHEM LTD,30-Sep-2022 10:40 AM,Rejected-Finance,Price quoted are higher than L-1 quoted price,04-Feb-2023 11:57 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Purchase order /supply orders Copies, performance certificate and list of past supplies",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,303192.0,SAVITA OIL TECHNOLOGIES LTD,28-Sep-2022 03:36 PM,Rejected-Finance,Price quoted are higher than L-1 quoted price,04-Feb-2023 11:57 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GTPs, Drawings and Type test reports of offered material.",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificate of Registration with industry Deptt., Capacity assessment Certificate,",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Plant Machinery Testing Equipments used for routine test to be carried out,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Arbitration Court cases and Blacklisting Debarred by any Govt. Semi Govt. organization,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Balance sheet of last three years, Last three years turn over duly certified by CA.",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Power of attorney Board of resolution to sign the bid doc and acceptance of terms and condition,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
