Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
25-Feb-2023,"INR 793,986",60.0,Naveen Singh Kaundal,25-Feb-2023 12:45 PM,AOCkaryalikhoon.pdf (1113.00 KB),AOC,Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,01-Feb-2022 05:55 PM,finsummary_81760.pdf (532.85 KB),Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,21-Jan-2022 06:18 PM,24-Jan-2022 11:00 AM,techsummary_81760.pdf (461.80 KB),PWD,2021_PWD_54584_5,PW-SRDD-CB-CTR-2021-13325 dated 02-12-2021,Construction of Karyali to Khoon road km. 0/00 to 0/500,Technical,Bid opening summary,Naveen Singh Kaundal,21-Jan-2022 05:56 PM,technical_81760.pdf,1.0,250231.0,Chaman Prakash Sharma,20-Dec-2021 01:31 PM,Rejected-Finance,L2 Bidder,01-Feb-2022 05:55 PM,1.0,251322.0,KULDEEP KUMAR VERMA,INR,"793,986",Finance,Bid opening summary,Naveen Singh Kaundal,01-Feb-2022 05:52 PM,finance_81760.pdf,BOQ Comparative Chart,AOC,Construction of Karyali to Khoon road km. 0/00 to 0/500,SH- Cutting works and R/wall at Rd. 0/395 to 0/415 and 0/350 to 0/367.,as per tender documents ,NA ,"9,63,964",Civil Works - Roads,NA ,Tender,75.0,60.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,13-Dec-2021 06:00 PM,21-Dec-2021 11:00 AM,13-Dec-2021 06:00 PM,20-Dec-2021 06:00 PM,NA ,NA ,13-Dec-2021 06:00 PM,20-Dec-2021 06:00 PM,24-Jan-2022 11:00 AM,PWD,PW-SRDD-CB-CTR-2021-13325 dated 02-12-2021,2021_PWD_54584_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"19,500",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,Executive Engineer,Shimla Rural Division HPPWD Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,250977.0,DEV RAJ KAPTA,20-Dec-2021 05:01 PM,Rejected-Technical,Non-responsive,21-Jan-2022 06:18 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,251322.0,KULDEEP KUMAR VERMA,20-Dec-2021 05:21 PM,Accepted-AOC,L-1,25-Feb-2023 12:47 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,250366.0,Manjeeta Devi,19-Dec-2021 12:39 PM,Rejected-Finance,L3 Bidder,01-Feb-2022 05:55 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,251317.0,SURINDER THAKUR,20-Dec-2021 05:10 PM,Rejected-Finance,L4 Bidder,01-Feb-2022 05:55 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand as Per General Rule 24.5,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 22 A),,,AOC
