Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,No.PWC-WA-II- 16447-546 dated 20.01.2023,2023_PWD_67579_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,27-Jan-2023 10:00 AM,07-Feb-2023 11:30 AM,27-Jan-2023 10:00 AM,06-Feb-2023 05:00 PM,NA ,NA ,27-Jan-2023 10:00 AM,06-Feb-2023 05:00 PM,14-Feb-2023 11:30 AM,1.0,ICICI BANK,"2,70,200",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,Annual Maintenance on Chamba Sahoo road Km. 10/0 to 16/0 for the year 2023-24 (SH P/L Bitumenous concrete),Annual Maintenance on Chamba Sahoo road Km. 10/0 to 16/0 for the year 2023-24 (SH P/L Bitumenous concrete),Please refer Tender documents. ,NA ,"1,35,07,439",Civil Works,NA ,Tender,75.0,90.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,AOC,1.0,319995.0,M/S SAHAB SINGH THAKUR ENGINEERS & CONTRACTORS,04-Feb-2023 02:56 PM,Rejected-Finance,2nd lowest,20-Feb-2023 07:34 PM,Technical,BOS,Jeet Singh Thakur,07-Feb-2023 03:25 PM,technical_101806.pdf,Finance,BOS,Jeet Singh Thakur,15-Feb-2023 12:42 PM,finance_101806.pdf,BOQ Comparative Chart,1.0,319909.0,Surinder Pal Dhall,INR,"12,783,458",PWD,2023_PWD_67579_4,No.PWC-WA-II- 16447-546 dated 20.01.2023,Annual Maintenance on Chamba Sahoo road Km. 10/0 to 16/0 for the year 2023-24 (SH P/L Bitumenous concrete),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,10-Feb-2023 07:03 PM,14-Feb-2023 11:30 AM,techsummary_101806.pdf (996.46 KB),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,20-Feb-2023 07:34 PM,finsummary_101806.pdf (68.58 KB),20-Feb-2023,"INR 13,507,439",90.0,Jeet Singh Thakur,20-Feb-2023 07:35 PM,17895.pdf (557.00 KB),Annual Maintenance on Chamba Sahoo road Km. 10/0 to 16/0 for the year 2023-24 (SH P/L Bitumenous concrete),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only online mode through e-payment,AOC,2.0,318081.0,Rahul Thakur,05-Feb-2023 06:20 PM,Rejected-Technical,Non responsive,10-Feb-2023 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),AOC,3.0,319909.0,Surinder Pal Dhall,04-Feb-2023 02:11 PM,Accepted-AOC,Work awarded,20-Feb-2023 07:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid is correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Mini Hot Mix Plant, Paver Finisher and road Roller documentary proof for the same",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,One similar work of forty percent of the estimated value of work (without L.D.)in last five year,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Work in hand /ongoing work,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
