Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Periodical renewal on Lawassa Chowki Preet nagar road Km19/0 to 27/0,SH Providing Grade III BC 30mm thick bituminour macadam 50mm thick and thermoplastic compound etc,Please refer Tender documents. ,NA ,"1,13,40,224",Civil Works,NA ,Tender,90.0,90.0,Solan,173024.0,NA ,NA ,NA ,Solan,No ,No,Executive Engineer B and R Division HPPWD Sarahan,EE Sarahan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and earnest money indicate in Schedule F General Rule NO24.1,"5,000",Nil,Nil,Yes,PWD,5323-48 dated 24.03.2022 Periodical renwal Lawssa,2022_PWD_58764_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Changed location at Sarahan,Other,,28-Mar-2022 04:30 PM,05-Apr-2022 11:00 AM,28-Mar-2022 04:30 PM,05-Apr-2022 10:30 AM,NA ,NA ,28-Mar-2022 04:30 PM,05-Apr-2022 10:30 AM,12-Apr-2022 10:25 AM,1.0,ICICI BANK,"1,46,000",No,fixed,,Nil,Nil,AOC,1.0,275099.0,akash,05-Apr-2022 09:54 AM,Rejected-Finance,L2,12-Apr-2022 11:54 AM,Technical,Bid Summary,Prem Dass,05-Apr-2022 02:35 PM,technical_88850.pdf,1.0,274406.0,S.S. Associates,INR,"10,518,312",Finance,Fin Bid Summary,Prem Dass,12-Apr-2022 11:49 AM,finance_88850.pdf,BOQ Comparative Chart,PWD,2022_PWD_58764_1,5323-48 dated 24.03.2022 Periodical renwal Lawssa,Periodical renewal on Lawassa Chowki Preet nagar road Km19/0 to 27/0,Er. Prem Dass Executive Engineer,Internal,Er. J.L.Kanta Asstt. Engineer Supdt. Sanjeev Sharma Sr.Asstt. Pappu Kumar JDM Smt. Neelam,Prem Dass,12-Apr-2022 10:21 AM,12-Apr-2022 10:25 AM,techsummary_88850.pdf (2126.20 KB),Er. Prem Dass Executive Engineer,Internal,Er. J.L.Kanta Assistant Engineer Supdt. Rajeev Sharma Sr. Asstt. Shri Pappu Kumar JDM Smt. Neelam,Prem Dass,12-Apr-2022 11:54 AM,finsummary_88850.pdf (432.44 KB),19-May-2022,"INR 10,518,312",90.0,Jai Lal Kanta,24-Feb-2023 03:55 PM,Scan1.PDF (353.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration reffer general rules and directions No 24.3 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,2.0,275240.0,BHUPENDER SINGH THAKUR,05-Apr-2022 10:29 AM,Rejected-Finance,L3,12-Apr-2022 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration refer general rules and Directions no 24.4 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,274653.0,naresh vij govt contractor,04-Apr-2022 07:43 PM,Rejected-Finance,L4,12-Apr-2022 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 24.5 schedule F Note w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,274659.0,Neeraj Kumar Choudhary,04-Apr-2022 09:39 PM,Rejected-Finance,L5,12-Apr-2022 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool plant shown in schedule F with reference to clause 24.6 of SBD affidavit fur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,274406.0,S.S. Associates,03-Apr-2022 03:45 PM,Accepted-AOC,WORK COMPLETED,24-Feb-2023 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 22 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost as pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Fill Form NO 8 of SBD as per Directions and Rules No 24.8 and upload pdf documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have own his plant machinery as well paver finisher affidavit furnished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
