Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,As per document attached,Tarlok Dhiman,26-Apr-2022 04:49 PM,technical_89784.pdf,1.0,277968.0,Ashok Kumar,18-Apr-2022 08:29 AM,Rejected-Finance,HIGHER BIDDER,23-Aug-2022 04:36 PM,Finance,As per document attached,Sushil Kumar Dhadwal,26-Apr-2022 05:06 PM,finance_89784.pdf,BOQ Comparative Chart,1.0,277207.0,Kapil Sharma,INR,"10,690,257",Er. ANIL NAGPAL,Internal,"DAO, SUPERINTENDENT, HDM, TENDER ASSISTANT",Tarlok Dhiman,23-Aug-2022 04:36 PM,finsummary_89784.pdf (576.25 KB),22-Feb-2023,"INR 10,690,257",180.0,Anil Nagpal,23-Feb-2023 06:51 PM,KAPIL.pdf (452.00 KB),Shri Kapil Sharma R/O Dhagwar Dharamshala,PWD,2022_PWD_59309_2,Dshala 2 tenders,"Improvement and beautification of roads from KCC Bank Dharamshala to Charan Khad bridge near IHSDP site KM 0/000 to 1/280 in Tehsil Dharamshala, Distt. Kangra, HP (Deposit work)",Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ravi Kant Supdt. Smt. Anita Kumari JDM Sh. Vipan Kumar TA,Tarlok Dhiman,26-Apr-2022 04:51 PM,26-Apr-2022 04:55 PM,techsummary_89784.pdf (525.77 KB),AOC,1.0,ICICI BANK,08-Apr-2022 09:00 AM,18-Apr-2022 11:30 AM,08-Apr-2022 09:00 AM,18-Apr-2022 11:00 AM,NA ,NA ,08-Apr-2022 09:00 AM,18-Apr-2022 11:00 AM,26-Apr-2022 04:55 PM,"Improvement and beautification of roads from KCC Bank Dharamshala to Charan Khad bridge near IHSDP site KM 0/000 to 1/280 in Tehsil Dharamshala, Distt. Kangra, HP (Deposit work)","Sub Head- Providing and laying paver block, grating, construction of footpath including providing and fixing benches and ornamental poles etc",Please refer Tender documents. ,NA ,"1,37,10,478",Civil Works,NA ,Tender,75.0,180.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,PWD,Dshala 2 tenders,2022_PWD_59309_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and cost of Form,"1,69,600",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,"5,000",Nil,Nil,No,AOC
,,,,,2.0,276384.0,Harbhajan singh,16-Apr-2022 03:46 PM,Rejected-Finance,HIGHER BIDDER,23-Aug-2022 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,AOC
,,,,,3.0,277207.0,Kapil Sharma,18-Apr-2022 10:20 AM,Accepted-AOC,L1,23-Feb-2023 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and Work in hand certificate,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance sheet for the last five years,,,,,,,,,,,,,AOC
