Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,20-Dec-2021 10:56 AM,finsummary_79671.pdf (894.70 KB),24-Feb-2023,"INR 557,991",30.0,Sudhir Kumar Gupta,24-Feb-2023 01:51 PM,AOC53270_1.pdf (909.00 KB),AOC,PWD,2021_PWD_53270_1,SD-I-CTR-Tender-2021- 16122 dt 3-11-2021,C/O link road from Vet Dispensary Sargheen to Upper Mohal km. 0/00 to 0/250 (SH Providing and fixing M/S Railing and P/L cement concrete Interlocking paver in RD. 0/175 to 0/250,ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,20-Nov-2021 02:54 PM,22-Nov-2021 11:00 AM,techsummary_79671.pdf (805.06 KB),1.0,242975.0,KULDEEP KUMAR VERMA,INR,"499,210",Finance,Bid opening summary,Sudhir Kumar Gupta,22-Nov-2021 02:32 PM,finance_79671.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Sudhir Kumar Gupta,20-Nov-2021 02:50 PM,technical_79671.pdf,1.0,242324.0,Jai Lal,13-Nov-2021 09:52 AM,Rejected-Finance,3rd Lowest,20-Dec-2021 10:56 AM,AOC,C/O link road from Vet Dispensary Sargheen to Upper Mohal km. 0/00 to 0/250 (SH Providing and fixing M/S Railing and P/L cement concrete Interlocking paver in RD. 0/175 to 0/250,Providing and fixing M/S Railing and P/L cement concrete Interlocking paver in RD. 0/175 to 0/250,As Per SBD ,NA ,,Civil Works,NA ,Tender,75.0,30.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3.,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),"11,200",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,SD-I-CTR-Tender-2021- 16122 dt 3-11-2021,2021_PWD_53270_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,11-Nov-2021 06:00 PM,18-Nov-2021 11:00 AM,11-Nov-2021 06:00 PM,17-Nov-2021 04:00 PM,NA ,NA ,11-Nov-2021 06:00 PM,17-Nov-2021 04:00 PM,22-Nov-2021 11:00 AM,Executive Engineer Division No-IHPPWD Shimla-3.,Executive Engineer Division No-IHPPWD Shimla-3.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,242975.0,KULDEEP KUMAR VERMA,17-Nov-2021 03:32 PM,Accepted-AOC,Awarded,24-Feb-2023 01:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,242806.0,MANOJ KUMAR,17-Nov-2021 01:28 PM,Rejected-Finance,5th Lowest,20-Dec-2021 10:56 AM,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,242308.0,Ranjan Sood,17-Nov-2021 11:06 AM,Rejected-Finance,2nd Lowest,20-Dec-2021 10:56 AM,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,242501.0,SUNNY KUMAR,15-Nov-2021 11:06 AM,Rejected-Finance,4th Lowest,20-Dec-2021 10:56 AM,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
