S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
1.0,319822.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,03-Feb-2023 09:50 AM,Rejected-Finance,"Price bid was found to be the L 1, but at the same time it was also found to be less than 25 percent of the NIT amount as per the terms and conditions mentioned in the tender document hence rejected.",17-Feb-2023 02:32 PM,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,06-Feb-2023 03:55 PM,06-Feb-2023 04:10 PM,techsummary_101989.pdf (434.64 KB),17-Feb-2023,"INR 390,524.07",30.0,Sushil Kumar,17-Feb-2023 03:33 PM,127chamoti.pdf (1816.00 KB),Awarded to M/S Koyla Engineering Works the price-bid was lowest 2 and found to be valid i.e. as per the terms and conditions mentioned in the tender document.,Technical,Fulfill all the techno-commercial condition as per bid document,Sushil Kumar,06-Feb-2023 03:36 PM,technical_101989.pdf,Finance,Financial bid opened by tender committee,Sushil Kumar,17-Feb-2023 11:21 AM,finance_101989.pdf,BOQ Comparative Chart,1.0,317612.0,Koyla Engineering Works,INR,"390,524.07",HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_67676_1,184619/2022-23-8037-43 Dated 24-01-2023,Tender for replacement of 42 Nos rotten wooden poles from existing 63 KVA 22/0.4KV Sub-Station Bithwa and 25KVA 22/0.4KV Chamoti under Electrical Sub-Division HPSEBL Chhatri.,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,17-Feb-2023 02:32 PM,finsummary_101989.pdf (553.94 KB),AOC,"13,016",No,fixed,,Nil,Nil,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8037-43 Dated 24-01-2023,2023_HPSEB_67676_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,28-Jan-2023 04:55 PM,03-Feb-2023 12:30 PM,28-Jan-2023 05:00 PM,03-Feb-2023 10:30 AM,NA ,NA ,28-Jan-2023 05:00 PM,03-Feb-2023 10:30 AM,06-Feb-2023 04:10 PM,Tender for replacement of 42 Nos rotten wooden poles from existing 63 KVA 22/0.4KV Sub-Station Bithwa and 25KVA 22/0.4KV Chamoti under Electrical Sub-Division HPSEBL Chhatri.,Tender for replacement of 42 Nos rotten wooden poles from existing 63 KVA 22/0.4KV Sub-Station Bithwa and 25KVA 22/0.4KV Chamoti under Electrical Sub-Division HPSEBL Chhatri.,Please refer tender document  ,NA ,"5,20,634",Supply and Erection,Electrical work ,Tender,180.0,30.0,Chhatri,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,"1,180",Nil,Nil,No,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",1.0,ICICI BANK,AOC
2.0,317612.0,Koyla Engineering Works,01-Feb-2023 07:57 PM,Accepted-AOC,Awarded to M/S Koyla Engineering Works because the price-bid was lowest 2 and found to be valid i.e. as per the terms and conditions mentioned in the tender document.,17-Feb-2023 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
3.0,319637.0,NAROTAM RAM,02-Feb-2023 02:53 PM,Rejected-Finance,L4,17-Feb-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,319784.0,SUNEEL THAKUR ELECTRICAL,02-Feb-2023 09:24 PM,Rejected-Finance,L3,17-Feb-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
