Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,30-Apr-2021 12:51 PM,finsummary_64966.pdf (394.75 KB),08-Feb-2023,"INR 5,644,228",365.0,Dalip Singh Tomar,08-Feb-2023 03:32 PM,aoc.pdf (1040.00 KB),AOC,PWD,2021_PWD_43662_1,CB/Tender/2020-21 7823-7872 dated 14.12.2020,"C/O Pucca road along canal from village Doiyonwala to Kheri Km. 0/0 to 2/915 under Mukhya Mantri Sadak Yojna. (SH- C/O retaining walls, C/O causeway, providing cross drainage works and Metalling and Tarring in Km. 0/0 to 2/915)",Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,30-Jan-2021 10:48 AM,30-Jan-2021 11:30 AM,techsummary_64966.pdf (741.60 KB),Finance,Bid Opening Summary,Kishan Lal Chaudhary,30-Apr-2021 12:49 PM,finance_64966.pdf,BOQ Comparative Chart,1.0,195973.0,Gaurav Rana,INR,"6,679,397",Technical,Bid opening Summary,Kishan Lal Chaudhary,30-Jan-2021 10:45 AM,technical_64966.pdf,1.0,195973.0,Gaurav Rana,27-Jan-2021 03:56 PM,Accepted-AOC,work completed,08-Feb-2023 03:33 PM,AOC,"C/O Pucca road along canal from village Doiyonwala to Kheri Km. 0/0 to 2/915 under Mukhya Mantri Sadak Yojna. (SH- C/O retaining walls, C/O causeway, providing cross drainage works and Metalling and Tarring in Km. 0/0 to 2/915)","C/O Pucca road along canal from village Doiyonwala to Kheri Km. 0/0 to 2/915 under Mukhya Mantri Sadak Yojna. (SH- C/O retaining walls, C/O causeway, providing cross drainage works and Metalling and Tarring in Km. 0/0 to 2/915)",please refer tender document ,NA ,,Civil Works - Roads,NA ,Tender,90.0,365.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"2,000",Nil,Nil,No,PWD,CB/Tender/2020-21 7823-7872 dated 14.12.2020,2021_PWD_43662_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,14-Jan-2021 04:30 PM,28-Jan-2021 11:30 AM,14-Jan-2021 05:00 PM,27-Jan-2021 05:00 PM,NA ,NA ,14-Jan-2021 05:00 PM,27-Jan-2021 05:00 PM,30-Jan-2021 11:30 AM,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,"88,950",No,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,196024.0,H. C. Bansal Engg. & Contt.,27-Jan-2021 03:11 PM,Rejected-Finance,L2,30-Apr-2021 12:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,196040.0,hement,27-Jan-2021 01:51 PM,Rejected-Technical,Not Qualified,30-Jan-2021 10:52 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,196028.0,Rashid Ali Civil Contractor,27-Jan-2021 03:27 PM,Rejected-Finance,L3,30-Apr-2021 12:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/C.A. annual report.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,AOC
