Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Technical bid summary,Basant Singh Rathour,25-Jul-2022 03:04 PM,None,Finance,Financial bid summary,Basant Singh Rathour,25-Jul-2022 03:58 PM,None,BOQ Comparative Chart,24-Feb-2023,"INR 1,603,803",180.0,Basant Singh Rathour,24-Feb-2023 12:12 PM,shilibag.pdf (613.00 KB),1,284065,Ashok Kumar Thakur,27-May-2022 11:46 AM,Rejected-Finance,L6,24-Feb-2023 12:11 PM,SE,Internal,,Basant Singh Rathour,25-Jul-2022 03:08 PM,25-Jul-2022 03:10 PM,techsummary_91943.pdf (2873.96 KB),"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",2022_HPIPH_60894_1,Kasumpti/shimla/Chak area 16.03,"Chak Area Development of FIS Shilli Baggi in G.P Shilli baggi Tehsil and Distt Shimla HP.(SH- C/O main channel, HDPE and G.I pipe and C/O outlet chamber and 4 Nos. C.C. block)",1.0,283604.0,Parmod Kumar Thakur,INR,"1,132,969",EE,Internal,,Basant Singh Rathour,24-Feb-2023 12:11 PM,finsummary_91943.pdf (613.02 KB),AOC,"Chak Area Development of FIS Shilli Baggi in G.P Shilli baggi Tehsil and Distt Shimla HP.(SH- C/O main channel, HDPE and G.I pipe and C/O outlet chamber and 4 Nos. C.C. block)",.,Please refer Tender documents. ,NA ,"16,03,803",Civil Works - Water Works,NA ,Rate Contract,120.0,180.0,Shimla,171009.0,NA ,NA ,NA ,Kasumpti Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee as per NIT,Executive Engineer,Jal Shakti Division No-I Kasumpati Shimla-9,"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",Kasumpti/shimla/Chak area 16.03,2022_HPIPH_60894_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,400.0,EE Jal Shakti Division No-I,Kasumpti Shimla,No,21-May-2022 05:00 PM,28-May-2022 11:30 AM,21-May-2022 05:00 PM,27-May-2022 05:00 PM,NA ,NA ,21-May-2022 05:00 PM,27-May-2022 05:00 PM,25-Jul-2022 03:10 PM,1.0,ICICI BANK,"31,560",Yes,fixed,,EE Jal Shakti Division No-I,Kasumpti Shimla,AOC
,,,,,,,,,,,,,,,,,2,284017,chirag seth,26-May-2022 11:08 PM,Rejected-Finance,L4,24-Feb-2023 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,3,283923,GULAM MOHIDEEN MIR,26-May-2022 01:49 PM,Rejected-Finance,L3,24-Feb-2023 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,certificate of registration as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4,284133,kirpa ram govt. contractor,27-May-2022 04:05 PM,Rejected-Technical,Reject,25-Jul-2022 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,5,284115,Mahender Sharma,27-May-2022 02:30 PM,Rejected-Finance,L9,24-Feb-2023 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GSTIN as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,6,283604,Parmod Kumar Thakur,24-May-2022 03:17 PM,Accepted-AOC,l1,24-Feb-2023 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,7,284119,P B Thapa,27-May-2022 02:45 PM,Rejected-Finance,L2,24-Feb-2023 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,8,284097,RAVI KUMAR,27-May-2022 04:03 PM,Rejected-Finance,L5,24-Feb-2023 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,9,284061,Reet Singh,27-May-2022 11:08 AM,Rejected-Technical,Reject,25-Jul-2022 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,10,284114,Suneel Dutt,27-May-2022 02:38 PM,Rejected-Finance,L8,24-Feb-2023 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
