Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical qualification document - Part I,Quotation for Supply of Flood Relief Materials,Quotation for Supply of Flood Relief Materials,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,365.0,3.0,Guwahati,781031.0,NA ,NA ,NA ,"O/o Deputy Commissioner, Kamrup",No ,No,"10,000",No,fixed,,Nil,Nil,20-May-2022 04:00 PM,14-Jun-2022 03:00 PM,20-May-2022 04:00 PM,13-Jun-2022 04:00 PM,NA ,NA ,23-May-2022 10:00 AM,13-Jun-2022 04:00 PM,19-Jul-2022 12:20 PM,Deputy Commissioner,"O/o Deputy Commissioner, Kamrup, Amingaon - 31",General Administration Department||Divisional Commissioner Office Lower Assam Division Guwahati||Office of the Deputy Commissioner Kamrup Rural,DM-12/1/2022-KDM(P-221)/9,2022_GAD_25611_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"1,000",Nil,Nil,No,AOC,Technical,Technical bid has opened,Chandana Goswami,14-Jun-2022 03:36 PM,,General Administration Department||Divisional Commissioner Office Lower Assam Division Guwahati||Office of the Deputy Commissioner Kamrup Rural,2022_GAD_25611_1,DM-12/1/2022-KDM(P-221)/9,Quotation for Supply of Flood Relief Materials,1.0,150137.0,DUGAR AND COMPANY,INR,976680.0,Deputy Commissioner,Internal,,Pranab Dutta Goswami,19-Jul-2022 12:16 PM,19-Jul-2022 12:20 PM,techsummary_39594.pdf (707.95 KB),27-Feb-2023,INR 5330000.0,3.0,Pranab Dutta Goswami,27-Feb-2023 10:38 AM,Award_of_contract.pdf (3305.00 KB),Finance,Financial Bid has opened,Chandana Goswami,19-Jul-2022 12:35 PM,,BOQ Comparative Chart,Deputy Commissioner,Internal,,Pranab Dutta Goswami,20-Sep-2022 10:50 AM,finsummary_39594.pdf (563.49 KB),1,150316,ABC ENGINEERING,13-Jun-2022 02:12 PM,Rejected-Finance,Financially not Qualified,20-Sep-2022 10:50 AM,AOC
,,.pdf,Technical qualification document - Part II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,150229.0,Royal Trading Company,INR,794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,148971,A K TRADER,13-Jun-2022 02:02 PM,Rejected-Technical,Technically rejected,19-Jul-2022 12:16 PM,AOC
,,.pdf,Scanned and signed tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,3.0,150232.0,BALAJEE ENTERPRISES,INR,7848960.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,150263,ANKAY SUPPLY CENTRE,13-Jun-2022 09:34 AM,Rejected-Finance,Financially not Qualified,20-Sep-2022 10:50 AM,AOC
2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,4.0,150242.0,BANIKYA ENTERPRISES,INR,7227800.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,150232,BALAJEE ENTERPRISES,13-Jun-2022 01:34 PM,Accepted-AOC,Awarded for group F,27-Feb-2023 10:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,5.0,150305.0,SIDHIVINAYAK ASSOCIATES,INR,19031000.0,,,,,,,,,,,,,,,,,,,,,,,,,,5,150242,BANIKYA ENTERPRISES,11-Jun-2022 06:43 PM,Accepted-AOC,"Awarded for group A,E and G",27-Feb-2023 10:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,150234,Bhuyan Offset Printing,11-Jun-2022 05:56 PM,Rejected-Finance,Financially not Qualified,20-Sep-2022 10:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,150137,DUGAR AND COMPANY,13-Jun-2022 11:30 AM,Accepted-AOC,Awarded for group C and H,27-Feb-2023 10:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,150262,Modi International,12-Jun-2022 03:09 PM,Rejected-Technical,Technically rejected,19-Jul-2022 12:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,150169,Plascom Industries LLP,10-Jun-2022 04:35 PM,Rejected-Finance,Financially not Qualified,20-Sep-2022 10:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,150229,Royal Trading Company,11-Jun-2022 05:29 PM,Accepted-AOC,"Awarded for group A,E and H",27-Feb-2023 10:41 AM,AOC
