Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Executive Engineer,Internal,SUPERINTENDENT G-II HDM DAO,Rattan Kumar Sharma,06-May-2021 10:25 AM,finsummary_69121.pdf (199.88 KB),16-Jun-2021,"INR 5,695,031",180.0,Rattan Kumar Sharma,03-Feb-2023 10:23 AM,12.pdf (1507.00 KB),AOC,PWD,2021_PWD_45914_5,Sangrah 11318-11368 Dated 10.03.2021,Annual maintenance Plan for the year 2021-22 on Shri Renuka Jee Mela ground road km. 0/0 to 1/870 and Approach road Helipad to Police Station Sangrah km. 0/0 to 0/900 (VR)(,Executive Engineer,Internal,SUPERINTENDENT G-II HDM DAO,Rattan Kumar Sharma,22-Apr-2021 10:57 AM,22-Apr-2021 11:15 AM,techsummary_69121.pdf (464.53 KB),Finance,SUMMARY,Rattan Kumar Sharma,22-Apr-2021 01:05 PM,finance_69121.pdf,BOQ Comparative Chart,1.0,206564.0,M/S CHAUHAN CONSTRUCTION,INR,"5,695,031",Technical,summary,Rattan Kumar Sharma,19-Apr-2021 11:02 AM,technical_69121.pdf,1.0,207020.0,H. C. Bansal Engg. & Contt.,02-Apr-2021 01:58 PM,Rejected-Finance,L3,06-May-2021 10:25 AM,AOC,1.0,ICICI BANK,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",Annual maintenance Plan for the year 2021-22 on Shri Renuka Jee Mela ground road km. 0/0 to 1/870 and Approach road Helipad to Police Station Sangrah km. 0/0 to 0/900 (VR)(,"Repair of pot holes , providing 10 cm wide road marking and 30 mm thick bituminous concrete Shri Renuka Jee Mela ground road km. 0/0 to 1/870 and Approach road Helipad to Police Station Sangrah km. 0/0 to 0/900)",Please refer Tender documents. ,NA ,"65,45,733",Civil Works,NA ,Tender,75.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,Fee/PreQual/Technical,.pdf,RECEIPT / SCREEN SHOT OF COST OF TENDER AND EARNEST MONEY PAYMENT (INDICATED IN SCHEDULE F),26-Mar-2021 05:00 PM,05-Apr-2021 10:30 AM,26-Mar-2021 05:00 PM,03-Apr-2021 05:00 PM,NA ,NA ,26-Mar-2021 05:00 PM,03-Apr-2021 05:00 PM,22-Apr-2021 11:15 AM,"98,000",No,fixed,,Nil,Nil,PWD,Sangrah 11318-11368 Dated 10.03.2021,2021_PWD_45914_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,206564.0,M/S CHAUHAN CONSTRUCTION,29-Mar-2021 05:30 PM,Accepted-AOC,AOC,03-Feb-2023 10:23 AM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,LATEST CONTRACTORS REGISTRATION FULL COPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,206996.0,Rashid Ali Civil Contractor,03-Apr-2021 09:15 AM,Rejected-Finance,L2,06-May-2021 10:25 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,WORK DONE CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,WORK IN HAND CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER GCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING CAPACITY/C.A. ANNUAL REPORT AS PER GENERAL RULES 26.2 A AND 26.2 A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PROOF TO REGISTRATION UNDER EMPLOYEES PROVIDENT FUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
