Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Receipt of online payment towards the cost of bid documents and Earnest Money Deposited (EMD),"1,22,500",No,fixed,,Nil,Nil,C/O Centre of Excellence in Mental Health for Dr. RPGMC Kangra at Tanda (SH- Providing Installation Testing and Commissioning of 750 KVA DG Set therein),C/O Centre of Excellence in Mental Health for Dr. RPGMC Kangra at Tanda (SH- Providing Installation Testing and Commissioning of 750 KVA DG Set therein),Please refer Tender documents. ,NA ,"89,97,018",Electrical Works,NA ,Tender,120.0,90.0,Kangra at Tanda in Distt. Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,"2,000",Nil,Nil,No,1.0,ICICI BANK,Executive Engineer,Elect. Division HPPWD Palampur,PWD,Elect. Division HPPWD Palampur,2022_PWD_62197_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,27-Jun-2022 05:00 PM,04-Jul-2022 11:30 AM,27-Jun-2022 05:00 PM,04-Jul-2022 10:00 AM,NA ,NA ,27-Jun-2022 05:00 PM,04-Jul-2022 10:00 AM,06-Aug-2022 11:30 AM,AOC,Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Singh Supdt. Sh. Sanajy Awasthi DAO Sh. Atul Nag JDM and duly approved by the Superintending Engineer 2nd Elect. Circle HPPWD Palampur,Dalip singh Patial,30-Jul-2022 11:16 AM,06-Aug-2022 11:30 AM,techsummary_93817.pdf (380.83 KB),PWD,2022_PWD_62197_1,Elect. Division HPPWD Palampur,C/O Centre of Excellence in Mental Health for Dr. RPGMC Kangra at Tanda (SH- Providing Installation Testing and Commissioning of 750 KVA DG Set therein),22-Sep-2022,"INR 8,997,018",90.0,Dalip singh Patial,08-Feb-2023 01:30 PM,awrad750kvadgset.pdf (709.00 KB),awarded to the lowest bidder vide this office letter no. 5536-41 dt. 22.09.2022,Er. Dalip Singh Patial Executive Engineer,Internal,Supdt. DAO HDM/JDM,Dalip singh Patial,11-Sep-2022 05:05 PM,finsummary_93817.pdf (22.44 KB),1.0,289843.0,Deepak Sood,03-Jul-2022 11:32 PM,Accepted-AOC,L1,08-Feb-2023 01:30 PM,Technical,as per uploaded document,Dalip singh Patial,30-Jul-2022 11:12 AM,technical_93817.pdf,1.0,289843.0,Deepak Sood,INR,"7,488,402",Finance,as per uploaded document,Dalip singh Patial,11-Sep-2022 05:03 PM,finance_93817.pdf,BOQ Comparative Chart,AOC
,,.pdf,Valid Registration certificate in appropriate class in HPPWD Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,289201.0,Kalra Hardware and Electric Store,01-Jul-2022 02:03 PM,Rejected-Technical,Technically Not Qualified,30-Jul-2022 11:16 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Certificate of Authorization by OEM as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,289688.0,Malhotra Associates,02-Jul-2022 02:21 PM,Rejected-Finance,L2,11-Sep-2022 05:05 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Latest ITR filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Average Annual financial turnover as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form-8 (GCC) duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
