Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Construction of Padhar Balh road Km. 0/0 to 18/500.,Improvement of blind curves and narrow reaches in Km. 14/180 to 14/270 and 15/150 to15/250,As per bid documents ,NA ,"10,51,924",Civil Works - Roads,NA ,Tender,90.0,90.0,Padhar,175015.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,"21,000",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,PWD,PW-MDI-Tender-NIT- 13431-65 dated 25.10.2021,2021_PWD_53649_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),16-Nov-2021 05:00 PM,23-Nov-2021 11:30 AM,16-Nov-2021 05:00 PM,23-Nov-2021 11:00 AM,NA ,NA ,16-Nov-2021 05:00 PM,23-Nov-2021 11:00 AM,01-Dec-2021 11:00 AM,500.0,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,AOC,1.0,244004.0,AKSHAY KUMAR,22-Nov-2021 04:01 PM,Accepted-AOC,L1,02-Feb-2023 12:44 PM,Technical,summary,Jitender Kumar,23-Nov-2021 04:18 PM,technical_80303.pdf,1.0,244004.0,AKSHAY KUMAR,INR,"971,902.75",Finance,fbosummary,Jitender Kumar,02-Dec-2021 11:15 AM,finance_80303.pdf,BOQ Comparative Chart,Er. J.K. Gupta,Internal,AE Padhar HDM,Jitender Kumar,29-Nov-2021 05:21 PM,01-Dec-2021 11:00 AM,techsummary_80303.pdf (951.06 KB),PWD,2021_PWD_53649_1,PW-MDI-Tender-NIT- 13431-65 dated 25.10.2021,Construction of Padhar Balh road Km. 0/0 to 18/500.,02-Feb-2023,"INR 971,902.75",90.0,Suresh Kumar Dhiman,02-Feb-2023 12:43 PM,Document46.pdf (207.00 KB),Er. J.K. Gupta,Internal,AE Padhar DAO Supdt. HDM,Jitender Kumar,24-Dec-2021 03:06 PM,finsummary_80303.pdf (2444.17 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,AOC,2.0,243972.0,Anil Kumar,22-Nov-2021 06:08 PM,Rejected-Finance,L-2,24-Dec-2021 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,AOC,3.0,244090.0,Ayush Thakur,22-Nov-2021 06:47 PM,Rejected-Finance,L-3,24-Dec-2021 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,AOC,4.0,244059.0,LEKH RAJ,22-Nov-2021 05:13 PM,Rejected-Finance,L-4,24-Dec-2021 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdone as per Sched-F,,,,,,,,,,,,,,AOC,5.0,243907.0,RAJU RAM,22-Nov-2021 11:57 AM,Rejected-Finance,L-5,24-Dec-2021 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
