Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,No.PWC-WA- 3165-264 dated 18.6.21,2021_PWD_49207_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,500.0,Nil,Nil,Yes,30-Jun-2021 10:00 AM,08-Jul-2021 11:30 AM,30-Jun-2021 10:00 AM,07-Jul-2021 05:00 PM,NA ,NA ,30-Jun-2021 10:00 AM,07-Jul-2021 05:00 PM,24-Jul-2021 11:30 AM,"27,000",No,fixed,,Nil,Nil,"Construction of Challa Panjoh Chilbanglow road Construction of Retaining wall at RD 1/770 to 1/795, 2/450 to 2/475 and 2/870 to 2/895","Construction of Challa Panjoh Chilbanglow road Construction of Retaining wall at RD 1/770 to 1/795, 2/450 to 2/475 and 2/870 to 2/895",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,60.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,1.0,ICICI BANK,AOC,1.0,221909.0,Arvind Thakur,07-Jul-2021 03:52 PM,Rejected-Finance,5th lowest,06-Aug-2021 06:13 PM,Technical,BOS,Jeet Singh Thakur,20-Jul-2021 04:45 PM,technical_73710.pdf,1.0,221745.0,Bhawinder Singh,INR,"1,830,989",Finance,BOS,Jeet Singh Thakur,06-Aug-2021 06:06 PM,finance_73710.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,20-Jul-2021 04:47 PM,24-Jul-2021 11:30 AM,techsummary_73710.pdf (416.16 KB),PWD,2021_PWD_49207_2,No.PWC-WA- 3165-264 dated 18.6.21,"Construction of Challa Panjoh Chilbanglow road Construction of Retaining wall at RD 1/770 to 1/795, 2/450 to 2/475 and 2/870 to 2/895",27-Feb-2023,"INR 1,349,716",60.0,Jeet Singh Thakur,27-Feb-2023 01:09 PM,5867.pdf (528.00 KB),"Construction of Challa Panjoh Chilbanglow road Construction of Retaining wall at RD 1/770 to 1/795, 2/450 to 2/475 and 2/870 to 2/895",Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,06-Aug-2021 06:13 PM,finsummary_73710.pdf (179.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only online mode through e-payment,2.0,ICICI NEFT/RTGS,AOC,2.0,221394.0,Bal Krishan,05-Jul-2021 03:43 PM,Rejected-Finance,2nd lowest,06-Aug-2021 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,AOC,3.0,221745.0,Bhawinder Singh,06-Jul-2021 08:53 PM,Accepted-AOC,Work completede,27-Feb-2023 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,AOC,4.0,221401.0,Construction,06-Jul-2021 04:06 PM,Rejected-Finance,7th lowest,06-Aug-2021 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,AOC,5.0,221412.0,SURJEET KUMAR GOVT CONTRACTOR,07-Jul-2021 04:23 PM,Rejected-Finance,6th lowest,06-Aug-2021 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",,,AOC,6.0,221554.0,ubed ali shah,07-Jul-2021 12:48 PM,Rejected-Finance,3rd lowest,06-Aug-2021 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,AOC,7.0,221650.0,Vijay Pal Singh,06-Jul-2021 04:03 PM,Rejected-Finance,8th lowest,06-Aug-2021 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Work in hand /ongoing work,,,AOC,8.0,221890.0,YASHWANT SINGH,07-Jul-2021 03:13 PM,Rejected-Finance,4th lowest,06-Aug-2021 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
