Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer B and R Division Sarahan,EE Sarahan,"1,47,000",Yes,fixed,,Nil,Nil,"5,000",Nil,Nil,No,1.0,Changed location at Sarahan,Other,,1.0,ICICI BANK,PWD,5323-48 Periodical renewal Banethi Bagthan Rs.114.,2022_PWD_58766_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Periodical renewal on Banethi Bagthan Rajgarh Chandol road Km21/0 to 28/0,SH providing Grade III BC 30mm thick BM 50mm thick and thermoplastic compound etc,Please refer Tender documents. ,NA ,"1,14,19,659",Civil Works,NA ,Tender,90.0,90.0,Solan,173024.0,NA ,NA ,NA ,Sarahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and earnest money indicate in Schedule F General Rule NO24.1,28-Mar-2022 04:30 PM,05-Apr-2022 11:00 AM,28-Mar-2022 04:30 PM,05-Apr-2022 10:30 AM,NA ,NA ,28-Mar-2022 04:30 PM,05-Apr-2022 10:30 AM,12-Apr-2022 11:00 AM,AOC,1.0,275235.0,M/S CHAUHAN CONSTRUCTION,05-Apr-2022 10:22 AM,Rejected-Finance,L2,12-Apr-2022 12:13 PM,Technical,Bid summary,Prem Dass,05-Apr-2022 02:46 PM,technical_88853.pdf,Finance,Fin Summary,Prem Dass,12-Apr-2022 12:09 PM,finance_88853.pdf,BOQ Comparative Chart,1.0,274409.0,S.S. Associates,INR,"9,963,625",Er. Prem Dass Executive Engineer,Internal,Er. J.L. Kanta Asstt. Engineer Supdt. Sanjeev Sharma Sr. Asstt. Shri Pappu Kumar JDM Smt. Neelam,Prem Dass,12-Apr-2022 10:44 AM,12-Apr-2022 11:00 AM,techsummary_88853.pdf (2489.57 KB),PWD,2022_PWD_58766_1,5323-48 Periodical renewal Banethi Bagthan Rs.114.,Periodical renewal on Banethi Bagthan Rajgarh Chandol road Km21/0 to 28/0,25-Apr-2022,"INR 9,963,625",90.0,Jai Lal Kanta,20-Feb-2023 03:22 PM,Scan1.PDF (279.00 KB),AOC,Er. Prem Dass Executive Engineer,Internal,Er. J.L.Kanta Assistant Engineer Supdt. Rajeev Sharma Sr. Asstt. Shri Pappu Kumar JDM Smt. Neelam,Prem Dass,12-Apr-2022 12:13 PM,finsummary_88853.pdf (430.91 KB),AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration reffer general rules and directions No 24.3 of SBD,,,,,,,,,,AOC,2.0,274655.0,naresh vij govt contractor,04-Apr-2022 07:41 PM,Rejected-Finance,L3,12-Apr-2022 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration refer general rules and Directions no 24.4 of SBD,,,,,,,,,,AOC,3.0,274661.0,Neeraj Kumar Choudhary,04-Apr-2022 09:42 PM,Rejected-Finance,L4,12-Apr-2022 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 24.5 schedule F Note w,,,,,,,,,,AOC,4.0,274409.0,S.S. Associates,03-Apr-2022 03:48 PM,Accepted-AOC,work has been completed,20-Feb-2023 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with reference to clause 24.6 of SBD affidavit fur",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 22 A,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost as pe,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Fill Form NO 8 of SBD as per Directions and Rules No 24.8 and upload pdf documents,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have his own plant and machineries as wall as pever finisher etc affidavit furnis,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
