Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
01-Feb-2023,"INR 863,536",30.0,Manoj Kumar Sehgal,06-Feb-2023 03:35 PM,Ghornu.pdf (133.00 KB),AOC,Er. Manoj Kumar,Internal,Supdt Gr-II Head Draughtsman,Manoj Kumar Sehgal,29-Nov-2022 03:03 PM,finsummary_99378.pdf (131.45 KB),Er. Manoj Kumar,Internal,Supdt Gr-II Head Draughtsman,Manoj Kumar Sehgal,18-Oct-2022 04:04 PM,18-Oct-2022 04:10 PM,techsummary_99378.pdf (131.45 KB),PWD,2022_PWD_66046_1,PW-KMS-AB-NIT/2022-9450-52 dt 29.09.2022,C/O link road from Ghaderi to Ghornu Narog Km 0/000 to 1/110 SH Formation Cutting 5/7 mtr wide road in Km 0/075 to 0/600,Technical,Technical Bid Opening summary,Manoj Kumar Sehgal,15-Oct-2022 12:33 PM,technical_99378.pdf,1,308388,AKSHAY,13-Oct-2022 05:28 PM,Rejected-Finance,Being a third lowest,29-Nov-2022 03:03 PM,Finance,Technical Bid Evaluation Summary,Manoj Kumar Sehgal,18-Oct-2022 04:44 PM,finance_99378.pdf,BOQ Comparative Chart,1.0,308383.0,RAKESH KHACHI,INR,"863,536",AOC,1.0,ICICI BANK,06-Oct-2022 05:00 PM,14-Oct-2022 11:00 AM,06-Oct-2022 05:30 PM,13-Oct-2022 06:00 PM,NA ,NA ,06-Oct-2022 05:30 PM,13-Oct-2022 06:00 PM,18-Oct-2022 04:10 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of UTR number of payment made against cost of tender form.,C/O link road from Ghaderi to Ghornu Narog Km 0/000 to 1/110 SH Formation Cutting 5/7 mtr wide road in Km 0/075 to 0/600,C/O link road from Ghaderi to Ghornu Narog Km 0/000 to 1/110 SH Formation Cutting 5/7 mtr wide road in Km 0/075 to 0/600,Please refer Tender documents. ,NA ,"12,33,623",Civil Works - Roads,NA ,Tender,90.0,90.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,500.0,Nil,Nil,No,Executive Engineer,Kumarsain Division HPPWD Kumarsain,PWD,PW-KMS-AB-NIT/2022-9450-52 dt 29.09.2022,2022_PWD_66046_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"24,700",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,308268,ANIL SEKHRI,13-Oct-2022 04:14 PM,Rejected-Finance,Being a fourth lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Copy of UTR number of payment made against earnest money.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,307691,BEER SINGH,10-Oct-2022 03:52 PM,Rejected-Finance,Being a third lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,308368,CHURA RAM,13-Oct-2022 04:11 PM,Rejected-Finance,Being a third lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,308361,KEWAL RAM,13-Oct-2022 03:44 PM,Rejected-Finance,Being a third lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,307207,Koshant Thakur,08-Oct-2022 04:51 PM,Rejected-Finance,Being a third lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,308150,MITLESH BISHT,13-Oct-2022 04:37 PM,Rejected-Finance,Being a2 nd lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,308313,Naveen Verma,13-Oct-2022 12:43 PM,Rejected-Finance,Being a sixth lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,308380,NISHANT BHARDWAJ,13-Oct-2022 04:58 PM,Rejected-Finance,Being a third lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,307995,parveen,12-Oct-2022 05:18 PM,Rejected-Finance,Being a fifth lowest,29-Nov-2022 03:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
