Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Bid opening Summary,Jeet Singh Thakur,31-Jan-2023 07:24 PM,technical_101495.pdf,1.0,317776.0,Des Raj and Co.,30-Jan-2023 04:09 PM,Accepted-AOC,Work awarded to the Contractor,17-Feb-2023 07:30 PM,1.0,317776.0,Des Raj and Co.,INR,"53,517,255",Finance,BOS,Jeet Singh Thakur,06-Feb-2023 05:10 PM,finance_101495.pdf,BOQ Comparative Chart,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,15-Feb-2023 02:14 PM,finsummary_101495.pdf (162.79 KB),17-Feb-2023,"INR 58,945,901",540.0,Jeet Singh Thakur,17-Feb-2023 07:29 PM,AOC17932-39.pdf (544.00 KB),Construction of Baily Bridge over Sal Nallah at Baloo on Baloo to Pucca Tala road Construction 30 metre span RCC Box Girder Bridge at Rd.0/057 including both side approaches,PWD,2023_PWD_67333_1,No.PWC-WA-II/Contt/22-23- 16047-16146 dt 17.1.23,Construction of Baily Bridge over Sal Nallah at Baloo on Baloo to Pucca Tala road Construction 30 metre span RCC Box Girder Bridge at Rd.0/057 including both side approaches,Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,01-Feb-2023 05:05 PM,06-Feb-2023 11:30 AM,techsummary_101495.pdf (472.83 KB),AOC,"5,000",Nil,Nil,No,"11,79,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,21-Jan-2023 10:00 AM,31-Jan-2023 11:30 AM,21-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,NA ,NA ,21-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,06-Feb-2023 11:30 AM,Construction of Baily Bridge over Sal Nallah at Baloo on Baloo to Pucca Tala road Construction 30 metre span RCC Box Girder Bridge at Rd.0/057 including both side approaches,Construction of Baily Bridge over Sal Nallah at Baloo on Baloo to Pucca Tala road Construction 30 metre span RCC Box Girder Bridge at Rd.0/057 including both side approaches,Please refer Tender documents. ,NA ,"5,89,45,901",Civil Works - Bridges,NA ,Tender,90.0,540.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,PWD,No.PWC-WA-II/Contt/22-23- 16047-16146 dt 17.1.23,2023_PWD_67333_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,2.0,316964.0,Om Parkash Sharma And Sons,30-Jan-2023 01:26 PM,Rejected-Finance,Being a 2nd lowest,15-Feb-2023 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money only mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule and directions No.20 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Copy of GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Detail Work in hand /ongoing work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Machinery tools and plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,HP.PWD form -7/8 duly signed by contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
