Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,No.PW.RGH.Tender-2022-23-5468 dt. 22.08.222,2022_PWD_63964_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of Yashwant Nagar Shalamu road via Palashla Km 0/0 to 9/0(Part of Rajgarh Yashwant Nagar via Badgla Km 14/0 to 23/0) (SH ROFD between Km 0/0 to 1/0, Improvement of curves between Km 1/270 to 1/300, C/O HPC 900mm dia alongwith wing walls","Construction of Yashwant Nagar Shalamu road via Palashla Km 0/0 to 9/0(Part of Rajgarh Yashwant Nagar via Badgla Km 14/0 to 23/0) (SH ROFD between Km 0/0 to 1/0, Improvement of curves between Km 1/270 to 1/300, C/O HPC 900mm dia alongwith wing walls",Please refer Tender documents. ,NA ,"21,82,207",Civil Works,NA ,Tender,75.0,60.0,HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT,171002.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,500.0,Nil,Nil,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,23-Aug-2022 05:00 PM,29-Aug-2022 11:00 AM,23-Aug-2022 05:00 PM,29-Aug-2022 10:30 AM,NA ,NA ,23-Aug-2022 05:00 PM,29-Aug-2022 10:30 AM,01-Sep-2022 02:15 PM,"44,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,Finance,SUMMARY,Daleep Singh Kaundal,21-Feb-2023 01:22 PM,finance_96374.pdf,BOQ Comparative Chart,1.0,297593.0,sachin chauhan,INR,"2,262,755",1.0,297653.0,ankush thakur,27-Aug-2022 10:45 PM,Rejected-Technical,Not Fulfill the qualifying the criteria,01-Sep-2022 01:38 PM,Technical,SUMMARY,Narender verma,01-Sep-2022 01:30 PM,technical_96374.pdf,PWD,2022_PWD_63964_3,No.PW.RGH.Tender-2022-23-5468 dt. 22.08.222,"Construction of Yashwant Nagar Shalamu road via Palashla Km 0/0 to 9/0(Part of Rajgarh Yashwant Nagar via Badgla Km 14/0 to 23/0) (SH ROFD between Km 0/0 to 1/0, Improvement of curves between Km 1/270 to 1/300, C/O HPC 900mm dia alongwith wing walls",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha KKamal HDM, Sh. Ghan Shyam Sr.Asstt.",Narender verma,01-Sep-2022 01:38 PM,01-Sep-2022 02:15 PM,techsummary_96374.pdf (1500.87 KB),Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II,Smt. Asha Devi HDM,Sh. Rajinder Kumar Supdt. G-II., Sh. Ghan Shyam Sr.Asstt.",Daleep Singh Kaundal,21-Feb-2023 01:25 PM,finsummary_96374.pdf (916.55 KB),21-Feb-2023,"INR 2,182,207",60.0,Daleep Singh Kaundal,21-Feb-2023 01:30 PM,AOC.pdf (1474.00 KB),work awarded to Sh. Sachin chauhan Govt. Contractor,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,297593.0,sachin chauhan,26-Aug-2022 04:16 PM,Accepted-AOC,L1,21-Feb-2023 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,297621.0,Vikram Thakur,26-Aug-2022 06:57 PM,Rejected-Finance,L2,21-Feb-2023 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, CONDITIONS, F-8 Refer General Rule",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
