Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,000",Nil,Nil,No,PWD,dshala6621-27,2022_PWD_63897_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,03,000",No,fixed,,Nil,Nil,23-Aug-2022 09:00 AM,31-Aug-2022 11:30 AM,23-Aug-2022 09:00 AM,31-Aug-2022 11:00 AM,NA ,NA ,23-Aug-2022 09:00 AM,31-Aug-2022 11:00 AM,05-Sep-2022 04:05 PM,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,"Construction of M.B.A. Block for Govt. College Dharamshala, Distt. Kangra (H.P.)","SH - Construction of Building portion, including water supply and Sanitary installation and Rain Harvesting Tank",Please refer Tender documents. ,NA ,"2,00,13,584",Civil Works - Buildings,NA ,Tender,75.0,365.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Online receipt of fee,AOC,Er. ANIL NAGPAL,Internal,"Sr. DAO, Supdt.Gr-II, HDM / JDM , Tender Assisatant",Tarlok Dhiman,05-Sep-2022 04:01 PM,05-Sep-2022 04:05 PM,techsummary_96279.pdf (576.25 KB),PWD,2022_PWD_63897_2,dshala6621-27,"Construction of M.B.A. Block for Govt. College Dharamshala, Distt. Kangra (H.P.)",18-Jan-2023,"INR 18,474,197",365.0,Anil Nagpal,28-Feb-2023 06:09 PM,AshwaniSood.pdf (618.00 KB),Shri Ashwani Kumar Sood (Nagrota Bagwan),Er. ANIL NAGPAL,Internal,"TA, HDM, Supdt., DAO",Tarlok Dhiman,21-Sep-2022 05:23 PM,finsummary_96279.pdf (576.25 KB),1.0,298131.0,Ashwani Kumar,30-Aug-2022 04:18 PM,Accepted-AOC,Lowest Bidder,28-Feb-2023 06:10 PM,Technical,AS PER DOCUMENTS ATTACHED,Tarlok Dhiman,05-Sep-2022 03:52 PM,technical_96279.pdf,1.0,298131.0,Ashwani Kumar,INR,"18,474,197",Finance,As per document attached,Anil Nagpal,05-Sep-2022 04:38 PM,None,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298060.0,Harbhajan singh,30-Aug-2022 06:10 PM,Rejected-Finance,Due to higher bidder,21-Sep-2022 05:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST, EPF Certificate",AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,298207.0,Naresh Padiyal,30-Aug-2022 07:24 PM,Rejected-Finance,Due to higher bidder,21-Sep-2022 05:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted employees of HPPWD related to him,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance sheet for the last five years,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid capacity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
