EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"3,25,810",No,fixed,,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",SHL-SMR03-780-JSV DIV-SHILLAI-3469-3520DT 06.08.22,2022_HPIPH_63474_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Providing balance FHTCs to various habitations in GP Sataun Naya Panjore and Panog in Tehsil Shillai District Sirmour HP,SH CO RCC Intake CO Slow Sand Filter CO Sedimentation Tank CO Raw water tank CO Pump House CO Storage Tank at various Node PLJ of Rising Main for Stage 1st and 2nd SE Pumping Machinery for Stage 1 and 2nd LJ of GI pipes for D System and balance FH,Please refer Tender documents. ,NA ,"2,93,30,922",Pumps/Motors,NA ,Tender,120.0,365.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,06-Aug-2022 05:00 PM,16-Aug-2022 12:30 PM,06-Aug-2022 05:00 PM,16-Aug-2022 09:00 AM,NA ,NA ,06-Aug-2022 05:00 PM,16-Aug-2022 09:00 AM,19-Sep-2022 03:40 PM,1.0,ICICI BANK,"2,500",Executive Engineer Jal Shakti Division Shillai,Executive Engineer Jal Shakti Division Shillai,No,AOC,1.0,295779.0,Dogra Construction Company Pvt Ltd,16-Aug-2022 08:46 AM,Rejected-Finance,Rejected,13-Feb-2023 11:52 AM,Smt. Anju Sharma,Internal,AE (D) Shimla Zone EE (D) Shimla Zone EE JSV Division Shillai Joint Controller (FA) CTR HQ SE JSV Circle Nahan SE (D) Shimla Zone Chief Engineer (SZ) JSV Shimla-5,Rajesh Kumar,19-Sep-2022 03:36 PM,19-Sep-2022 03:40 PM,techsummary_95677.pdf (178.37 KB),Technical,Technical Bid Opening Proceeding,Rajesh Kumar,19-Sep-2022 03:28 PM,technical_95677.pdf,Finance,Financial Bid Opening Summary,Rajesh Kumar,20-Sep-2022 10:35 AM,None,BOQ Comparative Chart,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",2022_HPIPH_63474_1,SHL-SMR03-780-JSV DIV-SHILLAI-3469-3520DT 06.08.22,Providing balance FHTCs to various habitations in GP Sataun Naya Panjore and Panog in Tehsil Shillai District Sirmour HP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,2.0,295568.0,HYDRAULIC ENGINEERING COMPANY,13-Aug-2022 12:33 PM,Accepted-AOC,Awarded,13-Feb-2023 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with Jal Shakti Vibhag in appropriate class as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,3.0,295770.0,SURENDAR HANSRETTA,16-Aug-2022 04:32 AM,Rejected-Finance,Rejected,13-Feb-2023 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of EPF, GST and PAN as mentioned in NIT",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Joint venture is not allowed undertaking thereof as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that he will comply with the provision of contract Labour (Regulation of Abolition) HP r,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest Income Tax return Filled as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax registration/TIN numbers as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, Experience Certificate of JSV Works as mentioned in NIT",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Authorization letter regarding digital Signature Certificate (DSC) as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Carefully studied all the terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of characteristic curve chart as mentioned in NIT,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
