EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"93,426",Yes,percentage,2.0%,"The Executive Engineer,Majuli W.R. Division","Garamur,Majuli",26-Feb-2020 06:00 PM,10-Mar-2020 02:00 PM,26-Feb-2020 06:00 PM,07-Mar-2020 02:00 PM,NA ,NA ,02-Mar-2020 10:00 AM,07-Mar-2020 02:00 PM,02-Jul-2020 12:00 PM,900.0,"The Executive Engineer,Majuli W.R.Division","Garamur,Majuli",No,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh",mmediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 3),mmediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 3),Please refer Tender documents. ,NA ,"46,71,304",Civil Works,NA ,Tender,180.0,60.0,Majuli,785104.0,NA ,NA ,NA ,Dibrugarh,No ,No,Department of Water Resources||Chief Engineer - DoWR,MAJU/SDRF/CTKR/2019-20/1,2020_DoWR_16807_1,Yes,Open Tender,Works,Works,3.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee,.pdf,Cost of Tender and EMD,AOC,Technical,Financial Bids of the successful bidders may be opened.,Joy Sekhar Chakraborty,02-Jul-2020 11:54 AM,technical_25573.pdf,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Additional Chief Engineer, UAZ, W.R. Department, Dibrugarh, Deputy Director, Design and Planning, EE, Majuli W. R. Division, Assistant Executive Engineer (TC), O/o the ACE, UAZ, WRD",Joy Sekhar Chakraborty,02-Jul-2020 11:56 AM,02-Jul-2020 12:00 PM,techsummary_25573.pdf (754.58 KB),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"ACE,UAZ/DIRECTOR/DY.DIRECTOR/EE/AEE,CONCERNED/A.O./TECH.ASSTT.WITH DSC",Shamim Akhtar Laskar,24-Sep-2020 12:37 PM,finsummary_25573.pdf (755.12 KB),1.0,77120.0,SARBESWAR SAIKIA,INR,934202.0,Department of Water Resources||Chief Engineer - DoWR,2020_DoWR_16807_1,MAJU/SDRF/CTKR/2019-20/1,mmediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 3),Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,03-Jul-2020 02:01 PM,,BOQ Comparative Chart,1,77228,APURPA JYOTI BORUAH,07-Mar-2020 01:10 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2020 12:43 PM,24-Sep-2020,INR 4671304.13,60.0,Shamim Akhtar Laskar,24-Sep-2020 12:43 PM,RATANPUR-3.pdf (2727.00 KB),Immediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 3),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Document,AOC,,,,,,,,,,,,,,,,,,,2.0,77618.0,N K Construction and Suppliers,INR,934202.0,,,,,,,,,,,2,77442,Arunmoni Phukan,06-Mar-2020 09:35 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,3.0,77624.0,PRADIP HAZARIKA,INR,934202.0,,,,,,,,,,,3,77650,Chhote lal Prasad,07-Mar-2020 12:32 PM,Accepted-AOC,PROPER,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,77650.0,Chhote lal Prasad,INR,934202.0,,,,,,,,,,,4,77160,DIBYA SARMAH MANTU KUMAR BHUYAN JV,06-Mar-2020 11:05 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,77637,JYOTIRMOY SARMA,05-Mar-2020 11:15 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,77618,N K Construction and Suppliers,07-Mar-2020 12:22 PM,Accepted-AOC,PROPER,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,77624,PRADIP HAZARIKA,07-Mar-2020 01:01 PM,Accepted-AOC,PROPER,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,77719,pulin borgohain,07-Mar-2020 12:43 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,77178,RUMEE GOGOI,03-Mar-2020 07:51 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Sep-2020 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,77120,SARBESWAR SAIKIA,07-Mar-2020 12:40 PM,Accepted-AOC,PROPER,24-Sep-2020 12:43 PM,,,,,,,,AOC
