Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,DD - Demand Draft,Construction of Shaltu (Nehra) to Dargot Primary School Road Km. 0/00 to 5/450,"SH Formation Cutting 5/7 metre wide Construction of Retaining Walls,Construction of Cross Drainag work,Construction of P.C.C. Parpets , Construction of Unlined Drain and Dumping Structures etc in Km. 0/00 to 5/450 ) ( Under NABARAD RIDF XXV )",Please refer Tender documents. ,NA ,"97,80,192",Civil Works - Roads,NA ,Tender,120.0,365.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,EE Dhami,SHIMLA RURAL DIVISION HPPWD DHAMI,"1,31,000",No,fixed,,EE Dhami,Dhami,PWD,PW.SRDD-CB-CTR-2019-20 1080 DT11.05.20,2020_PWD_37580_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,27-May-2020 02:00 PM,03-Jun-2020 11:00 AM,27-May-2020 02:00 PM,02-Jun-2020 05:00 PM,NA ,NA ,27-May-2020 02:00 PM,02-Jun-2020 05:00 PM,11-Jun-2020 03:00 PM,"5,000",EE Dhami,Dhami,No,AOC,Finance,Bid opening summary,Sudhir Kumar Gupta,23-Jun-2020 12:34 PM,finance_55376.pdf,BOQ Comparative Chart,1.0,160443.0,SANJAY GARG,INR,"9,396,459",1.0,160546.0,13 G Construction,02-Jun-2020 04:48 PM,Rejected-Finance,L3,09-Sep-2020 03:53 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,11-Jun-2020 12:36 PM,technical_55376.pdf,SudhirKumarGupta,Internal,PremrajmeenaDAORamsawroopsupdtsureshvermaharishsinghclerk,Sudhir Kumar Gupta,11-Jun-2020 12:43 PM,11-Jun-2020 03:00 PM,techsummary_55376.pdf (552.17 KB),PWD,2020_PWD_37580_2,PW.SRDD-CB-CTR-2019-20 1080 DT11.05.20,Construction of Shaltu (Nehra) to Dargot Primary School Road Km. 0/00 to 5/450,09-Sep-2020,"INR 9,780,192",365.0,Sudhir Kumar Gupta,09-Sep-2020 03:59 PM,ShaltuDargotAOC.pdf (261.00 KB),AOC,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAOShRamSawaroopSupdtShSureshKumarVermaHDM,Sudhir Kumar Gupta,09-Sep-2020 03:52 PM,finsummary_55376.pdf (192.09 KB),AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,160428.0,Conter,02-Jun-2020 03:27 PM,Rejected-Technical,no,11-Jun-2020 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,159731.0,kapoor sanjee,02-Jun-2020 12:49 PM,Rejected-Finance,L4,09-Sep-2020 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,160322.0,LALIT MOHAN KASHYAP,01-Jun-2020 05:54 PM,Rejected-Technical,no,11-Jun-2020 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,160457.0,Manoj Sharma,02-Jun-2020 01:44 PM,Rejected-Finance,L2,09-Sep-2020 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,160372.0,PAWAN SHARMA,02-Jun-2020 09:13 AM,Rejected-Technical,no,11-Jun-2020 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,160443.0,SANJAY GARG,02-Jun-2020 01:25 PM,Accepted-AOC,L1,09-Sep-2020 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
