Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,000",Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,02-May-2020 05:00 PM,11-May-2020 11:30 AM,02-May-2020 05:00 PM,08-May-2020 05:00 PM,NA ,NA ,02-May-2020 05:00 PM,08-May-2020 05:00 PM,10-Jun-2020 10:30 AM,Construction MT of Link road from UAM road to Malanger via Dugar GhattiPlataRakkarKushan Bramman Tarkhanka and Bhaleti Bhugrian Dohgi km 0000 to 5805 under NABARD RIDFXXVSH Co 57 mtr wide Formation cutting and filling Retaining wall Cross Drainage,Construction MT of Link road from UAM road to Malanger via Dugar GhattiPlataRakkarKushan Bramman Tarkhanka and Bhaleti Bhugrian Dohgi km 0000 to 5805 under NABARD RIDFXXVSH Co 57 mtr wide Formation cutting and filling Retaining wall Cross Drainage,Please refer Tender documents. ,NA ,"96,38,744",Civil Works - Roads,NA ,Tender,120.0,365.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,PWD,PW/BGN//T-I/2019-20-15946-70 dt.4.3.20,2020_PWD_36815_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,29,000",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,1.0,157880.0,Chander Kumar,08-May-2020 04:10 PM,Accepted-AOC,Lowest,17-Sep-2020 01:34 PM,Technical,Tech bid opened,Sanjiv Kumar Agnihotri,09-Jun-2020 10:54 AM,technical_54363.pdf,Finance,Fin bid opened,Sanjiv Kumar Agnihotri,10-Jun-2020 05:02 PM,finance_54363.pdf,BOQ Comparative Chart,1.0,157880.0,Chander Kumar,INR,"15,267,939",PWD,2020_PWD_36815_1,PW/BGN//T-I/2019-20-15946-70 dt.4.3.20,Construction MT of Link road from UAM road to Malanger via Dugar GhattiPlataRakkarKushan Bramman Tarkhanka and Bhaleti Bhugrian Dohgi km 0000 to 5805 under NABARD RIDFXXVSH Co 57 mtr wide Formation cutting and filling Retaining wall Cross Drainage,Er Sanjiv Kumar EE,Internal,Sudt HDM AO,Sanjiv Kumar Agnihotri,09-Jun-2020 11:00 AM,10-Jun-2020 10:30 AM,techsummary_54363.pdf (131.79 KB),Er Sanjiv Kumar EE,Internal,Sudt HDM DAO,Sanjiv Kumar Agnihotri,10-Jun-2020 05:06 PM,finsummary_54363.pdf (112.66 KB),17-Sep-2020,"INR 15,267,939",365.0,Sanjiv Kumar Agnihotri,17-Sep-2020 01:33 PM,AOC.pdf (1556.00 KB),Work Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,2.0,157888.0,RAMAN KUMAR,08-May-2020 04:25 PM,Rejected-Technical,Non-responsive,09-Jun-2020 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),AOC,3.0,157885.0,Ramesh Chand Sharma,08-May-2020 04:03 PM,Rejected-AOC,Higher side,17-Sep-2020 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover for the last five years duly certified by the Chartered Accountant be uploaded.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
