Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
PWD,2020_PWD_38093_15,980-1030 dated 01.06.2020,C/O Link Road Village sail km. 0/0 to 2/200,Executive Engineer,Internal,Superintendent G-II DAO DHD,Rattan Kumar Sharma,07-Sep-2020 12:50 PM,finsummary_56157.pdf (221.52 KB),1.0,165254.0,Tapender Thakur,INR,"3,670,297",07-Sep-2020,"INR 2,907,698",365.0,Rattan Kumar Sharma,07-Sep-2020 12:56 PM,53.pdf (3828.00 KB),AOC,1.0,165275.0,Avtar Singh,29-Jun-2020 03:51 PM,Rejected-Finance,L3,07-Sep-2020 12:50 PM,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,08-Jul-2020 11:26 AM,08-Jul-2020 11:45 AM,techsummary_56157.pdf (824.90 KB),Technical,SUMMARY,Rattan Kumar Sharma,02-Jul-2020 10:28 AM,technical_56157.pdf,Finance,SUMMARY,Rattan Kumar Sharma,15-Jul-2020 11:56 AM,finance_56157.pdf,BOQ Comparative Chart,AOC,1.0,DD - Demand Draft,PWD,980-1030 dated 01.06.2020,2020_PWD_38093_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"51,200",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,C/O Link Road Village sail km. 0/0 to 2/200,"P/L Grading-l,G-ll, M/T and C/O PCC Road side drain in Km. 0/00 to 1/800)",Please refer Tender documents. ,NA ,"29,07,698",Civil Works,NA ,Tender,90.0,365.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"1,500","Executive Engineer, HPPWD Division Sangrah",Sangrah,No,15-Jun-2020 05:00 PM,30-Jun-2020 11:30 AM,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,NA ,NA ,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,08-Jul-2020 11:45 AM,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,164802.0,BALBIR SINGH,29-Jun-2020 04:33 PM,Rejected-Technical,Not Qualified,08-Jul-2020 11:27 AM,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.2.EARNEST MONEY,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,165191.0,HARISH THAKUR,29-Jun-2020 12:35 PM,Rejected-Finance,L2,07-Sep-2020 12:50 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,165254.0,Tapender Thakur,29-Jun-2020 03:37 PM,Accepted-AOC,AOC,07-Sep-2020 12:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,165219.0,vijay singh,29-Jun-2020 01:45 PM,Rejected-Finance,L5,07-Sep-2020 12:50 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",AOC
,,,,,,,,,,,,,,,,,,,,,,6.0,165087.0,vijay singh thakur,28-Jun-2020 07:42 AM,Rejected-Finance,L4,07-Sep-2020 12:50 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 02.00 LACS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,AOC
