Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Construction of link road from Jhanikar to Palahal Kuan via Kohlwin km. 0/0 to 2/600,"C/O formation cutting, C.D., V-shape drain, Parapets, Retaining wall and Metalling and Tarring in km. 0/0 to 2/600",Please refer Tender documents. ,NA ,"97,71,389",Civil Works,NA ,Tender,90.0,730.0,"Executive Engineer, HPPWD Division Tauni Devi",177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,18-Nov-2019 06:30 PM,28-Nov-2019 11:00 AM,18-Nov-2019 06:30 PM,28-Nov-2019 10:30 AM,NA ,NA ,18-Nov-2019 06:30 PM,28-Nov-2019 10:30 AM,09-Dec-2019 03:30 PM,1.0,DD - Demand Draft,PWD,PW/TDD/GA-NIT/2018-19-8741 dt. 29.10.2019.,2019_PWD_32680_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000",EE Tauni Devi,Hamipur,Yes,"1,31,000",Yes,fixed,,EE Tauni Devi,Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Hot mix Plant within radius 30 km Self ownership authenticity/ leased certificate Mandatory,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",AOC,Finance,finbid,Swaroop Kumar,26-Jan-2020 12:34 PM,finance_47123.pdf,BOQ Comparative Chart,1.0,137826.0,umesh sharma,INR,"11,623,041",1.0,137825.0,MSC Roads and Bridges Private Limited,27-Nov-2019 06:21 PM,Rejected-AOC,Higher,06-Sep-2020 04:05 PM,Technical,summary,Swaroop Kumar,05-Dec-2019 03:09 PM,technical_47123.pdf,EE,Internal,SUPDT/HDM/DAO,Swaroop Kumar,05-Dec-2019 03:27 PM,09-Dec-2019 03:30 PM,techsummary_47123.pdf (188.92 KB),PWD,2019_PWD_32680_1,PW/TDD/GA-NIT/2018-19-8741 dt. 29.10.2019.,Construction of link road from Jhanikar to Palahal Kuan via Kohlwin km. 0/0 to 2/600,15-Feb-2020,"INR 9,771,389",730.0,Arvind Lakhanpal,06-Sep-2020 04:04 PM,Jhanikar.pdf (768.00 KB),Award,EE,Internal,SUPDT/HDM/DAO,Swaroop Kumar,26-Jan-2020 12:55 PM,finsummary_47123.pdf (152.59 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender form DD payable at Hamirpur,,,AOC,,,,,,,,,,,,2.0,137601.0,PARDEEP KUMAR GOVT. CONTRACTOR,26-Nov-2019 02:00 PM,Rejected-Technical,Not fulfill the condition of Hot Mix Plant within 30 Km,05-Dec-2019 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,AOC,,,,,,,,,,,,3.0,137488.0,Piar Chand Chauhan,27-Nov-2019 10:31 PM,Rejected-AOC,Higher,06-Sep-2020 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,AOC,,,,,,,,,,,,4.0,137848.0,Sanjay Thakur,28-Nov-2019 05:10 AM,Rejected-Technical,Previous poor performance in nabard works being time bound and also penalty imposed,05-Dec-2019 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GTS Registration (General Rule 21) and GST clearance return,,,AOC,,,,,,,,,,,,5.0,137835.0,Shashank Jagota Govt. Contractor,27-Nov-2019 09:19 PM,Rejected-Technical,Not fulfill the condition of Hot Mix Plant within 30 Km,05-Dec-2019 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,AOC,,,,,,,,,,,,6.0,137826.0,umesh sharma,27-Nov-2019 10:08 PM,Accepted-AOC,Lowest,06-Sep-2020 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Road Roller,Tandem roller,Paver,JCB Self ownership authenticity/ leased certificate Mandatory",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
