Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
28-Sep-2020,"INR 886,297.26",60.0,Manoj Kumar Sehgal,28-Sep-2020 04:30 PM,p.pdf (347.00 KB),AOC,Er.Manoj Sehgal,Internal,"SUPDT. Gr-II,HDM,DA",Manoj Kumar Sehgal,28-Sep-2020 04:26 PM,finsummary_50798.pdf (204.99 KB),ER Manoj Sehgal,Internal,Supdt GrII HDM and DA,Manoj Kumar Sehgal,19-Feb-2020 12:22 PM,19-Feb-2020 12:25 PM,techsummary_50798.pdf (204.88 KB),PWD,2020_PWD_34682_1,PW-KMS-AB-NIT/2019-10829-30 dt.18.1.2020,C/O Dalan Nanja road Km 0/000 to 4/015 SH Formation Cutting 5/7 mtrs wide road in Km0/720 to 1/525,Technical,Bid Opening Summary,Manoj Kumar Sehgal,17-Feb-2020 02:48 PM,technical_50798.pdf,1,149041,Anshul Kainthla,13-Feb-2020 03:36 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,1.0,148765.0,Naveen Verma,INR,"886,297",Finance,Technical Bad Evaluation Summary,Manoj Kumar Sehgal,19-Feb-2020 12:56 PM,finance_50798.pdf,BOQ Comparative Chart,AOC,1.0,DD - Demand Draft,PWD,PW-KMS-AB-NIT/2019-10829-30 dt.18.1.2020,2020_PWD_34682_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Kumarsain Division HPPWD Kumarsain,07-Feb-2020 05:00 PM,17-Feb-2020 11:00 AM,07-Feb-2020 05:30 PM,15-Feb-2020 06:00 PM,NA ,NA ,07-Feb-2020 05:30 PM,15-Feb-2020 06:00 PM,19-Feb-2020 12:25 PM,500.0,EE Kumarsain,Kumarsain,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),"32,300",No,fixed,,EE Kumarsain,Kumarsain,C/O Dalan Nanja road Km 0/000 to 4/015 SH Formation Cutting 5/7 mtrs wide road in Km0/720 to 1/525,C/O Dalan Nanja road Km 0/000 to 4/015 SH Formation Cutting 5/7 mtrs wide road in Km0/720 to 1/525,Please refer Tender documents. ,NA ,"16,52,258",Civil Works,NA ,Tender,90.0,60.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,149662,DALIP SINGH GOVT CONTRACTOR,15-Feb-2020 04:45 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,148847,DHEERAJ PARMAR,10-Feb-2020 01:40 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,149135,KEWAL RAM,12-Feb-2020 03:54 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,149680,LOK CHAND,15-Feb-2020 04:11 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,148765,Naveen Verma,15-Feb-2020 04:03 PM,Accepted-AOC,Accept,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,149371,PANKAJ CHAUHAN GOVT. CONTRACTOR,14-Feb-2020 07:49 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,149441,RAKESH KHACHI,14-Feb-2020 05:45 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,149183,Raman Thakur,13-Feb-2020 04:02 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,149214,REENA DEVI,15-Feb-2020 04:13 PM,Rejected-AOC,Reject,28-Sep-2020 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
